amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,sell,28735.19,BTC-10NOV23-28500-C,31.85,0.037063,0.0365,1,1697759993927,267288660,21
25.0,BLOCK-101952,2,BTC-CCAL-29MAR24_29DEC23-23000,buy,28735.5,BTC-29DEC23-23000-C,48.99,0.21947979,0.2211,0,1697759989081,267288649,147
25.0,BLOCK-101952,2,BTC-CCAL-29MAR24_29DEC23-23000,sell,28735.5,BTC-29MAR24-23000-C,49.16,0.25351019,0.2547,0,1697759989081,267288648,20
2.8,,,,sell,28737.17,BTC-20OCT23-28500-P,24.24,0.00081828,0.0005,3,1697759976521,267288645,843
2.8,,,,sell,28737.17,BTC-20OCT23-29000-C,29.75,0.00114028,0.0007,3,1697759976340,267288644,2303
0.1,,,,sell,28723.1,BTC-20OCT23-29250-C,38.98,0.00045406,0.0003,3,1697759889585,267288546,65
0.3,,,,sell,28713.93,BTC-21OCT23-27750-P,40.56,0.00087506,0.0009,2,1697759718299,267288503,55
0.1,,,,sell,28714.75,BTC-10NOV23-26000-P,38.36,0.00612416,0.006,3,1697759704163,267288502,12
0.5,,,,buy,28714.51,BTC-20OCT23-28000-C,0.0,0.02478534,0.0245,0,1697759592098,267288449,2211
1.1,,,,buy,28707.51,BTC-21OCT23-28500-C,32.92,0.01180531,0.012,3,1697759582220,267288445,64
0.1,,,,sell,28704.72,BTC-24NOV23-21000-P,57.92,0.00247596,0.0024,2,1697759516449,267288348,631
1.0,,,,sell,28698.02,BTC-27OCT23-27000-P,36.64,0.00307771,0.0029,2,1697759377445,267288337,3084
1.2,,,,buy,28701.75,BTC-10NOV23-31000-C,36.11,0.01011583,0.01,2,1697759336946,267288335,21
0.2,,,,sell,28701.75,BTC-10NOV23-36000-C,50.49,0.00191182,0.0018,3,1697759336923,267288334,14
2.8,,,,sell,28693.02,BTC-21OCT23-28250-P,32.56,0.00255841,0.0024,0,1697759237237,267288289,68
0.1,,,,buy,28692.13,BTC-24NOV23-28000-C,34.95,0.05917656,0.059,2,1697759181876,267288280,2387
0.4,,,,sell,28679.2,BTC-27OCT23-29000-C,31.06,0.01330824,0.013,3,1697759124843,267288256,4164
0.2,,,,buy,28670.0,BTC-22OCT23-28500-C,27.18,0.01210392,0.012,3,1697759054079,267288207,27
22.0,,,,buy,28661.3,BTC-10NOV23-33000-C,41.82,0.00453703,0.0043,3,1697759011964,267288142,26
3.2,,,,buy,28657.42,BTC-21OCT23-29500-C,43.12,0.00163779,0.0018,2,1697758932065,267288025,41
0.3,,,,buy,28660.09,BTC-28JUN24-29000-P,49.45,0.15049157,0.1505,0,1697758915494,267288022,210
0.1,,,,sell,28660.07,BTC-22OCT23-28500-P,26.84,0.00620611,0.006,2,1697758765096,267287940,33
0.2,,,,sell,28660.6,BTC-22OCT23-28750-C,27.79,0.00765971,0.0075,2,1697758757398,267287939,61
0.3,,,,buy,28663.86,BTC-21OCT23-30000-P,51.96,0.04743683,0.0475,1,1697758641216,267287926,3
0.6,,,,buy,28673.43,BTC-21OCT23-28750-C,32.09,0.00649623,0.0065,1,1697758612404,267287902,143
0.7,,,,sell,28678.64,BTC-10NOV23-28000-P,33.16,0.01979096,0.02,1,1697758577485,267287889,23
0.6,,,,buy,28673.88,BTC-27OCT23-28500-P,30.46,0.01413926,0.014,1,1697758379552,267287797,501
0.4,,,,buy,28660.62,BTC-20OCT23-28750-P,29.42,0.00550511,0.0055,1,1697758230253,267287757,136
0.1,,,,sell,28671.83,BTC-22OCT23-27000-P,38.61,0.00043376,0.0003,2,1697758162590,267287735,29
0.1,,,,sell,28671.41,BTC-22OCT23-30500-C,46.64,0.00094999,0.0008,3,1697758153222,267287734,16
