amount,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,0.2,sell,58614.0,BTC-27DEC24-65000-P,55.1,0.19133757,0.183,2,1720877963907,308618850,570
0.1,0.1,buy,58597.25,BTC-27DEC24-80000-P,63.33,0.37396874,0.382,0,1720877952213,308618842,229
0.1,0.1,buy,58617.72,BTC-30AUG24-64000-P,46.22,0.11568795,0.115,0,1720877905529,308618822,347
0.1,0.1,sell,58617.83,BTC-27DEC24-40000-P,58.67,0.02139948,0.0225,3,1720877902710,308618821,558
0.1,0.1,buy,58776.02,BTC-28MAR25-70000-C,61.05,0.16425611,0.1635,0,1720877528740,308618615,476
0.1,0.1,buy,58780.15,BTC-30AUG24-90000-C,55.08,0.00148454,0.0017,2,1720875966913,308617866,477
0.2,0.2,buy,58782.13,BTC-30AUG24-92000-C,56.43,0.0012266,0.0015,0,1720875927251,308617849,231
0.1,0.1,sell,58859.08,BTC-27SEP24-52000-P,49.6,0.0334724,0.0335,2,1720875176135,308617235,739
1.0,1.0,buy,58696.66,BTC-28MAR25-60000-P,60.09,0.17194847,0.171,2,1720874985574,308616904,268
0.1,0.1,sell,58734.01,BTC-27SEP24-28000-P,68.21,0.00044453,0.0005,2,1720874880058,308616838,300
0.4,0.4,buy,58728.79,BTC-27JUN25-110000-C,67.84,0.09641207,0.1005,0,1720874876169,308616836,39
0.2,0.2,sell,58625.71,BTC-30AUG24-46000-C,51.11,0.23121664,0.2315,0,1720873765444,308616115,3
0.3,0.3,buy,58523.72,BTC-19JUL24-61000-P,40.65,0.04782814,0.0475,3,1720872068364,308615259,220
1.0,1.0,buy,58532.99,BTC-26JUL24-62000-P,43.08,0.06803206,0.068,0,1720872059616,308615251,1068
0.8,0.8,sell,58533.03,BTC-19JUL24-56000-C,45.95,0.05136651,0.0515,1,1720872057175,308615249,430
0.9,0.9,buy,58569.31,BTC-27DEC24-59000-C,58.82,0.17210784,0.1745,0,1720870451221,308614727,136
1.0,1.0,sell,58414.35,BTC-26JUL24-35000-P,97.4,0.00014398,0.0001,2,1720869004746,308614007,210
0.1,0.1,buy,58449.32,BTC-19JUL24-76000-C,80.71,0.00018016,0.0002,1,1720868217873,308613606,254
0.1,0.1,buy,58553.32,BTC-30AUG24-56000-C,46.22,0.09672572,0.0965,0,1720866958553,308612682,118
10.0,10.0,buy,58534.95,BTC-30AUG24-88000-C,54.37,0.00177679,0.002,2,1720866756536,308612540,201
0.1,0.1,buy,58709.63,BTC-2AUG24-64000-P,40.1,0.09667037,0.095,1,1720865569536,308611562,1
0.1,0.1,sell,58744.73,BTC-27SEP24-59000-P,49.67,0.08254518,0.0825,2,1720865550784,308611530,482
0.1,0.1,sell,58708.61,BTC-27SEP24-26000-P,72.4,0.00034419,0.0004,2,1720865500937,308611479,248
1.0,1.0,sell,58672.22,BTC-27SEP24-24000-P,78.85,0.00037673,0.0004,2,1720865034674,308610892,184
0.1,0.1,buy,58621.96,BTC-26JUL24-105000-C,109.55,7.85e-06,0.0002,1,1720864764544,308610397,448
0.1,0.1,buy,58652.17,BTC-19JUL24-74000-C,75.94,0.0002069,0.0003,0,1720864709965,308610270,175
0.4,0.4,buy,58619.63,BTC-27DEC24-62000-C,57.43,0.15128906,0.15,0,1720864664882,308610139,208
3.0,3.0,sell,58623.28,BTC-27SEP24-29000-P,68.95,0.00082558,0.0008,2,1720864642648,308610107,277
0.1,0.1,buy,58576.85,BTC-16JUL24-57000-C,46.98,0.02999649,0.033,0,1720864539470,308608904,3
0.1,0.1,buy,58576.85,BTC-27DEC24-110000-C,63.04,0.02231181,0.022,0,1720864539044,308608792,816
0.1,0.1,sell,58428.83,BTC-30AUG24-110000-C,64.64,0.00040581,0.0004,1,1720864436551,308608280,274
0.1,0.1,buy,58330.78,BTC-30AUG24-120000-C,72.58,0.00018447,0.0004,0,1720864204321,308607977,171
0.1,0.1,sell,58251.17,BTC-27SEP24-49000-P,49.53,0.02241627,0.0225,2,1720863017544,308606046,349
0.1,0.1,sell,58224.98,BTC-27SEP24-54000-P,49.14,0.04739015,0.0475,2,1720863015908,308605990,423
0.1,0.1,sell,58209.3,BTC-27SEP24-56000-P,49.18,0.06143351,0.0615,2,1720862985738,308605912,498
2.0,2.0,buy,57941.91,BTC-27JUN25-30000-P,61.46,0.02113596,0.02,3,1720861511527,308604620,59
1.0,1.0,buy,58036.83,BTC-27DEC24-70000-P,58.66,0.25614836,0.255,2,1720860751209,308603899,476
0.1,0.1,sell,58139.09,BTC-27DEC24-50000-C,57.52,0.24743924,0.2475,2,1720859702362,308603451,580
0.1,0.1,buy,58146.26,BTC-30AUG24-78000-C,50.15,0.00550329,0.0055,3,1720858889095,308603269,462
0.1,0.1,sell,58132.02,BTC-14JUL24-61000-C,41.17,0.00024046,0.0001,2,1720857842375,308602764,56
10.0,10.0,sell,58116.59,BTC-30AUG24-94000-C,57.29,0.00114482,0.0011,0,1720857019255,308601356,197
1.0,1.0,buy,58120.75,BTC-28MAR25-180000-C,71.46,0.01421975,0.0155,0,1720857000044,308601342,168
0.5,0.5,buy,58106.8,BTC-13JUL24-58000-C,0.0,0.00206064,0.0015,2,1720856938343,308601234,264
1.0,1.0,buy,58140.14,BTC-19JUL24-86000-C,106.02,3.29e-06,0.0001,3,1720856326900,308600521,15
1.4,1.4,buy,58121.21,BTC-15JUL24-52000-P,61.32,7.74e-05,0.0001,3,1720856135737,308600101,12
1.5,1.5,sell,58111.7,BTC-13JUL24-58000-P,23.13,0.00027007,0.0001,2,1720856005883,308599945,256
0.1,0.1,sell,58132.54,BTC-27JUN25-20000-P,64.44,0.00431223,0.0043,0,1720855821598,308599763,45
3.0,3.0,buy,58047.45,BTC-14JUL24-53000-P,71.8,0.00011688,0.0001,3,1720855355508,308599495,48
10.0,10.0,sell,58056.4,BTC-13JUL24-58500-C,54.02,4.683e-05,0.0001,3,1720855243387,308599463,357
0.1,0.1,buy,58053.58,BTC-27DEC24-115000-C,64.54,0.01853929,0.019,0,1720855151478,308599449,405
0.1,0.1,buy,58053.58,BTC-27DEC24-125000-C,65.84,0.01368877,0.014,0,1720855151460,308599448,355
0.1,0.1,buy,58053.55,BTC-27DEC24-95000-C,62.19,0.03743621,0.0385,0,1720855150268,308599445,932
0.1,0.1,buy,58096.55,BTC-27DEC24-105000-C,63.16,0.02592051,0.0265,2,1720854994622,308599318,427
1.0,1.0,buy,58095.12,BTC-19JUL24-84000-C,100.27,6.62e-06,0.0001,2,1720854710096,308599206,19
0.1,0.1,sell,58050.53,BTC-13JUL24-57500-P,53.2,6.895e-05,0.0001,3,1720854093237,308599027,170
1.0,1.0,buy,58053.36,BTC-19JUL24-82000-C,94.53,6.99e-06,0.0001,3,1720853933990,308598988,33
0.1,0.1,sell,58146.52,BTC-13JUL24-59000-C,63.43,0.0001248,0.0001,3,1720852769531,308598640,234
0.2,0.2,buy,58114.31,BTC-27JUN25-100000-C,66.53,0.11292863,0.1155,0,1720852751956,308598619,97
1.0,1.0,buy,58162.97,BTC-27DEC24-58000-C,59.12,0.17647743,0.18,2,1720852226522,308598357,181
5.0,5.0,buy,58184.84,BTC-28MAR25-130000-C,66.45,0.03505879,0.035,2,1720851821117,308597996,235
0.3,0.3,buy,58026.06,BTC-28MAR25-90000-C,64.19,0.0928626,0.094,1,1720851120223,308597539,355
5.0,5.0,sell,58114.16,BTC-13JUL24-57000-P,66.27,0.00011045,0.0001,3,1720850412657,308597244,174
0.1,0.1,sell,58039.78,BTC-13JUL24-57000-C,75.36,0.01831924,0.0185,0,1720849867407,308596397,82
0.1,0.1,buy,57981.66,BTC-13JUL24-57500-C,83.29,0.00844768,0.0095,0,1720849864860,308596304,143
2.0,2.0,buy,57930.78,BTC-13JUL24-56500-P,78.99,5.399e-05,0.0001,3,1720849808809,308595946,174
1.0,1.0,sell,57926.36,BTC-13JUL24-56000-P,100.96,5.792e-05,0.0001,3,1720849650848,308595850,178
1.0,1.0,buy,57937.09,BTC-27JUN25-55000-P,61.65,0.15887123,0.158,2,1720848227622,308595423,50
0.3,0.3,sell,57837.72,BTC-26JUL24-55000-C,45.27,0.06605749,0.066,3,1720843306826,308593864,262
1.0,1.0,sell,57896.29,BTC-19JUL24-55000-C,45.81,0.05745454,0.0575,0,1720841212575,308593115,245
1.0,1.0,sell,57956.49,BTC-27SEP24-47000-P,50.17,0.01743294,0.017,2,1720839425939,308592510,345
0.1,0.1,sell,57930.58,BTC-13JUL24-55500-P,72.22,6.742e-05,0.0001,3,1720834157147,308590830,89
4.1,4.1,sell,57942.51,BTC-13JUL24-59500-C,47.51,0.00019046,0.0001,3,1720834079229,308590818,197
1.0,1.0,buy,57833.28,BTC-13JUL24-55000-P,79.18,3.577e-05,0.0001,3,1720831907113,308589940,174
