amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,63867.08,BTC-8MAR24-62000-P,79.2,,0.01252796,0.0125,0,1709683185249,288594577,1091
0.1,,,,,0.1,sell,63894.34,BTC-6MAR24-62000-P,77.61,,0.00121033,0.0011,3,1709683175361,288594564,366
0.3,,,,,0.3,buy,63874.46,BTC-6MAR24-68250-C,115.3,,0.00030285,0.0004,3,1709683174941,288594562,36
0.1,,,,,0.1,sell,63820.52,BTC-15MAR24-63000-P,72.02,,0.0364823,0.0365,0,1709683165568,288594533,389
0.7,,,,,0.7,buy,63812.9,BTC-8MAR24-66000-C,79.0,,0.01282422,0.0125,2,1709683162886,288594526,1850
0.1,,,,,0.1,sell,63754.88,BTC-7MAR24-58500-P,91.21,,0.00162435,0.0013,1,1709683144491,288594468,5
0.2,,,,,0.2,sell,63774.44,BTC-6MAR24-64000-C,66.67,,0.00684633,0.0065,3,1709683141980,288594467,385
0.2,,,,,0.2,buy,63807.72,BTC-6MAR24-62500-C,64.79,,0.02279593,0.022,2,1709683120718,288594407,105
0.1,,,,,0.1,sell,63769.91,BTC-27DEC24-95000-C,71.04,,0.15673767,0.156,0,1709683106103,288594335,119
0.1,,,,,0.1,sell,63780.53,BTC-8MAR24-64000-C,78.36,,0.02420642,0.024,2,1709683104176,288594327,1518
10.0,,,,,10.0,buy,63790.48,BTC-27DEC24-55000-P,66.95,,0.11475606,0.112,1,1709683103200,288594324,95
6.6,,,,,6.6,buy,63871.0,BTC-26APR24-86000-C,77.9,,0.03268773,0.0325,3,1709683065775,288594229,34
0.4,,,,,0.4,buy,63886.44,BTC-6MAR24-60000-P,106.5,,0.00028366,0.0003,3,1709683061166,288594220,297
1.5,,,,,1.5,sell,63878.3,BTC-8MAR24-48000-P,150.77,,0.00035863,0.0003,3,1709683054770,288594212,702
0.4,,,,,0.4,buy,63894.49,BTC-22MAR24-64000-P,71.63,,0.05517467,0.0555,0,1709683022795,288594120,387
0.1,,,,,0.1,sell,63870.35,BTC-29MAR24-55000-P,71.87,,0.01647598,0.0165,1,1709683013047,288594075,1131
