amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,70612.69,BTC-26APR24-62000-P,71.1,0.01278034,0.0125,1,1712793565841,296334077,1080
0.1,,,,,0.1,sell,70587.28,BTC-12APR24-74000-C,64.94,0.0023053,0.0023,0,1712793557989,296334060,1542
0.2,,,,,0.2,sell,70561.24,BTC-11APR24-70500-C,41.38,0.00602281,0.0055,3,1712793541217,296334007,367
0.1,,,,,0.1,buy,70560.63,BTC-13APR24-69000-C,55.69,0.0331258,0.0315,0,1712793539676,296334006,31
0.5,,,,,0.5,buy,70576.5,BTC-26APR24-68000-P,68.54,0.03565642,0.0355,3,1712793522791,296333984,909
0.1,,,,,0.1,buy,70581.0,BTC-11APR24-67500-P,74.84,0.00019366,0.0002,3,1712793518046,296333979,192
0.1,,,,,0.1,sell,70598.22,BTC-13APR24-74000-C,62.76,0.00532549,0.005,0,1712793508177,296333974,32
0.1,,,,,0.1,sell,70598.22,BTC-13APR24-72000-C,58.79,0.01186185,0.011,3,1712793507939,296333973,55
4.0,,,,,4.0,sell,70631.68,BTC-11APR24-70000-P,43.55,0.00217509,0.0019,2,1712793449526,296333923,163
0.1,,,,,0.1,sell,70661.73,BTC-12APR24-70000-P,57.95,0.00969806,0.0095,2,1712793426161,296333885,521
0.1,,,,,0.1,sell,70598.99,BTC-12APR24-68500-P,61.26,0.00440411,0.0042,3,1712793393491,296333809,154
0.1,,,,,0.1,sell,70538.8,BTC-13APR24-71000-C,61.19,0.01707018,0.017,3,1712793342024,296333680,33
0.1,,,,,0.1,sell,70514.5,BTC-11APR24-70500-P,42.6,0.0053068,0.005,1,1712793299045,296333596,135
0.2,,,BTC-ICOND-31MAY24-58000_60000_90000_92000,296333538,0.2,buy,70506.52,BTC-31MAY24-58000-P,73.98,0.02935031,0.0296,3,1712793240807,296333539,336
0.2,,,BTC-ICOND-31MAY24-58000_60000_90000_92000,296333538,0.2,sell,70506.52,BTC-31MAY24-60000-P,73.01,0.0363811,0.0362,3,1712793240807,296333540,673
0.2,,,BTC-ICOND-31MAY24-58000_60000_90000_92000,296333538,0.2,buy,70506.52,BTC-31MAY24-92000-C,75.06,0.03269623,0.0332,1,1712793240807,296333542,188
0.2,,,BTC-ICOND-31MAY24-58000_60000_90000_92000,296333538,0.2,sell,70506.52,BTC-31MAY24-90000-C,74.14,0.03683602,0.0367,3,1712793240807,296333541,516
0.2,,,,,0.2,buy,70486.71,BTC-12APR24-71000-C,62.45,0.01130455,0.012,2,1712793132311,296333409,1149
0.1,,,,,0.1,buy,70525.6,BTC-11APR24-69500-P,45.53,0.00126033,0.001,3,1712793075062,296333331,162
0.1,,,,,0.1,buy,70554.48,BTC-12APR24-72000-C,63.32,0.00696058,0.0075,0,1712792976749,296333159,1137
0.1,,,,,0.1,buy,70542.75,BTC-19APR24-86000-C,76.19,0.00227872,0.0024,3,1712792954894,296333125,218
2.8,,,,,2.8,buy,70517.73,BTC-11APR24-72000-C,49.32,0.00071362,0.0006,3,1712792848737,296332842,198
0.1,,,,,0.1,buy,70530.51,BTC-12APR24-70500-C,58.03,0.01484175,0.0145,2,1712792796813,296332755,229
0.1,,,,,0.1,sell,70532.26,BTC-11APR24-71000-C,48.86,0.00313045,0.0033,2,1712792787755,296332743,385
4.0,,,,,4.0,sell,70536.53,BTC-13APR24-67500-P,62.48,0.00526705,0.0049,2,1712792712785,296332648,35
5.0,,,,,5.0,buy,70541.19,BTC-26APR24-41000-P,112.7,0.00054179,0.0005,2,1712792691645,296332615,680
0.1,,,,,0.1,sell,70538.38,BTC-19APR24-54000-P,91.07,0.00112694,0.0011,2,1712792686573,296332610,164
5.0,,,,,5.0,buy,70535.97,BTC-26APR24-42000-P,108.18,0.00056902,0.0005,2,1712792682670,296332606,538
5.0,,,,,5.0,buy,70531.7,BTC-26APR24-43000-P,106.19,0.00065671,0.0006,3,1712792676053,296332604,723
2.4,,,,,2.4,sell,70537.24,BTC-12APR24-71000-P,58.93,0.01775152,0.0175,1,1712792669644,296332593,247
5.0,,,,,5.0,buy,70542.24,BTC-26APR24-44000-P,103.9,0.00077795,0.0007,3,1712792665118,296332589,699
0.1,,,,,0.1,sell,70540.39,BTC-26APR24-72000-C,68.17,0.05035648,0.05,2,1712792634988,296332546,1520
0.1,,,,,0.1,buy,70545.89,BTC-31MAY24-84000-C,73.28,0.0532651,0.053,2,1712792593988,296332483,185
0.1,,,,,0.1,buy,70582.94,BTC-11APR24-69000-P,57.16,0.0005872,0.0008,3,1712792550602,296332359,192
0.1,,,,,0.1,sell,70582.63,BTC-28JUN24-100000-C,76.93,0.04417664,0.0435,2,1712792537500,296332353,2361
0.1,,,,,0.1,buy,70582.55,BTC-19APR24-76000-C,66.46,0.01499603,0.015,2,1712792533552,296332346,367
0.5,,,,,0.5,buy,70584.66,BTC-19APR24-69000-P,65.28,0.02703598,0.027,3,1712792521708,296332312,372
0.1,,,,,0.1,sell,70588.38,BTC-11APR24-71500-C,50.2,0.0016803,0.0018,3,1712792471488,296332256,195
0.1,,,,,0.1,sell,70585.07,BTC-11APR24-73500-C,60.23,0.00011223,0.0001,3,1712792451771,296332232,139
4.9,,,,,4.9,sell,70590.44,BTC-13APR24-72500-C,62.96,0.00988403,0.01,3,1712792436883,296332216,44
0.1,,,,,0.1,sell,70591.63,BTC-11APR24-73000-C,57.1,0.00023852,0.0002,3,1712792427663,296332208,161
2.4,,,,,2.4,buy,70593.16,BTC-19APR24-70000-P,65.9,0.03316316,0.0335,2,1712792400043,296332135,430
0.1,,,,,0.1,buy,70599.27,BTC-13APR24-73500-C,63.16,0.00649806,0.0065,3,1712792364831,296332092,30
1.0,,,,,1.0,sell,70596.57,BTC-13APR24-75000-C,66.71,0.00339395,0.0037,1,1712792363937,296332089,20
4.0,,,,,4.0,buy,70589.92,BTC-13APR24-66500-P,67.84,0.00329203,0.0035,0,1712792357176,296332084,14
4.8,,,,,4.8,buy,70596.31,BTC-12APR24-71500-C,60.7,0.00933459,0.0095,3,1712792341578,296332075,137
1.0,,,,,1.0,sell,70629.19,BTC-12APR24-68000-C,63.75,0.04109288,0.041,0,1712792287301,296332024,698
1.2,,,,,1.2,sell,70578.28,BTC-11APR24-72500-C,51.09,0.00044387,0.0003,2,1712792224761,296331936,160
0.2,,,,,0.2,buy,70600.84,BTC-19APR24-72000-C,65.47,0.03236683,0.0325,3,1712792114060,296331809,892
0.1,,,,,0.1,sell,70571.11,BTC-19APR24-68000-C,65.87,0.06241765,0.0625,2,1712792104122,296331773,208
0.2,,,,,0.2,sell,70579.62,BTC-31MAY24-80000-C,73.04,0.06811008,0.068,2,1712792089538,296331759,1621
0.2,,,,,0.2,buy,70582.94,BTC-13APR24-77000-C,66.89,0.00144466,0.0013,2,1712792077190,296331746,38
0.3,,,,,0.3,sell,70594.52,BTC-11APR24-69000-C,53.37,0.02340914,0.0235,3,1712792052556,296331730,244
