amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,0.2,buy,66112.25,BTC-7MAR24-70000-C,97.06,,0.00030553,0.0003,1,1709769594728,289039839,333
2.0,,,,2.0,sell,66116.93,BTC-31MAY24-30000-P,87.58,,0.00273659,0.0025,2,1709769584383,289039832,146
2.0,,,,2.0,sell,66118.22,BTC-7MAR24-69500-C,86.72,,0.00045599,0.0003,2,1709769582154,289039825,106
0.1,,,,0.1,sell,66135.03,BTC-7MAR24-63000-P,97.78,,0.00050319,0.0006,3,1709769465485,289039733,228
0.4,,,,0.4,sell,66129.15,BTC-7MAR24-62000-P,114.27,,0.00031867,0.0004,0,1709769455143,289039728,197
0.2,,,,0.2,sell,66128.38,BTC-7MAR24-66000-P,62.36,,0.00721013,0.0065,3,1709769373547,289039441,376
0.1,,,,0.1,sell,66128.38,BTC-7MAR24-66000-C,60.84,,0.00937001,0.0085,2,1709769373529,289039440,190
0.1,,,,0.1,sell,66176.86,BTC-8MAR24-69000-C,80.01,,0.00566841,0.0055,1,1709769325702,289039332,279
0.3,,,,0.3,sell,66180.35,BTC-7MAR24-63500-P,88.56,,0.00058251,0.0007,2,1709769318057,289039321,235
0.7,,,,0.7,buy,66175.53,BTC-15MAR24-67500-C,76.05,,0.03901826,0.039,0,1709769304441,289039315,127
0.1,,,,0.1,sell,66169.84,BTC-7MAR24-64000-P,81.95,,0.00084711,0.001,3,1709769231216,289039255,311
1.0,,,,1.0,buy,66171.41,BTC-7MAR24-66500-P,60.93,,0.01071498,0.01,2,1709769214190,289039238,503
0.1,,,,0.1,sell,66174.39,BTC-8MAR24-70000-C,82.78,,0.00363479,0.0035,2,1709769212108,289039234,2190
0.5,,,,0.5,buy,66157.82,BTC-15MAR24-67000-C,75.77,,0.0420148,0.042,0,1709769148352,289039192,467
0.3,,,,0.3,buy,66173.17,BTC-15MAR24-66000-C,75.32,,0.04893556,0.049,0,1709769142409,289039177,750
0.3,,,,0.3,sell,66173.17,BTC-8MAR24-76000-C,109.88,,0.00060566,0.0005,2,1709769142344,289039171,614
0.6,,,,0.6,buy,66126.81,BTC-8MAR24-72000-C,89.99,,0.00152903,0.0015,3,1709769093656,289039139,982
0.1,,,,0.1,sell,66121.84,BTC-7MAR24-64500-P,75.48,,0.00139068,0.0016,1,1709769092400,289039137,271
0.1,,,,0.1,buy,66119.12,BTC-31MAY24-51000-P,72.33,,0.03161871,0.0315,2,1709769030211,289038989,73
0.1,,,,0.1,sell,66058.08,BTC-7MAR24-65500-P,63.95,,0.00460979,0.0042,0,1709768952164,289038871,194
0.1,,,,0.1,buy,66035.49,BTC-28JUN24-70000-P,71.89,,0.15869337,0.1595,0,1709768891448,289038772,230
0.1,,,,0.1,buy,66067.36,BTC-26APR24-71000-C,73.0,,0.08994837,0.09,2,1709768841793,289038710,44
0.1,,,,0.1,sell,66067.36,BTC-26APR24-66000-P,71.42,,0.09024785,0.0895,0,1709768841790,289038709,151
0.3,,,,0.3,sell,66067.36,BTC-22MAR24-64000-P,71.95,,0.04038862,0.04,3,1709768841788,289038708,424
0.5,,,,0.5,sell,66067.36,BTC-22MAR24-63000-P,71.96,,0.03440796,0.034,0,1709768841786,289038707,583
0.5,,,,0.5,sell,66044.94,BTC-29MAR24-67000-P,72.24,,0.07281735,0.072,3,1709768840939,289038698,158
0.1,,,,0.1,buy,66052.34,BTC-9MAR24-62000-P,79.71,,0.00509575,0.005,2,1709768837025,289038641,11
0.1,,,,0.1,sell,66096.2,BTC-7MAR24-67000-C,65.8,,0.00351489,0.0031,0,1709768784095,289038483,273
0.5,,,,0.5,sell,66054.03,BTC-9MAR24-68000-C,78.84,,0.01426509,0.014,3,1709768749192,289038449,13
0.1,,,,0.1,buy,65983.3,BTC-26APR24-100000-C,83.33,,0.01924526,0.019,2,1709768641434,289038033,288
0.6,,,,0.6,sell,65984.86,BTC-15MAR24-62500-P,72.96,,0.0210765,0.02,0,1709768565722,289037942,62
0.1,,,,0.1,sell,65989.7,BTC-31MAY24-95000-C,77.4,,0.04807473,0.0475,2,1709768565330,289037941,123
0.1,,,,0.1,buy,66082.92,BTC-9MAR24-59000-P,88.72,,0.00164294,0.0015,3,1709768461064,289037239,58
2.6,,,,2.6,sell,66074.36,BTC-8MAR24-57500-P,109.6,,0.00053936,0.0004,2,1709768401545,289037099,536
0.1,,,,0.1,buy,66032.6,BTC-26APR24-70000-P,73.22,,0.12398132,0.1245,0,1709768356325,289037040,181
0.1,,,,0.1,buy,66032.6,BTC-8MAR24-68000-C,82.4,,0.00836237,0.009,2,1709768356193,289037039,1852
0.1,,,,0.1,sell,66047.68,BTC-22MAR24-68000-C,74.69,,0.05220791,0.052,2,1709768262704,289036760,419
1.0,,,,1.0,buy,66033.9,BTC-7MAR24-66500-C,64.95,,0.00536405,0.005,2,1709768228734,289036729,229
0.3,,,,0.3,sell,66057.8,BTC-29MAR24-85000-C,82.29,,0.01351673,0.0135,2,1709768206128,289036554,1773
0.1,,,,0.1,sell,66066.37,BTC-9MAR24-64500-P,77.65,,0.01406624,0.014,2,1709768204115,289036509,31
0.1,,,,0.1,sell,66086.0,BTC-28JUN24-120000-C,81.09,,0.03319422,0.033,3,1709768150062,289036328,1147
0.1,,,,0.1,sell,66128.83,BTC-29MAR24-75000-C,76.65,,0.03399039,0.034,3,1709768099464,289036092,3127
0.7,,,,0.7,buy,66175.91,BTC-8MAR24-66000-P,75.37,,0.01679649,0.0165,3,1709768068051,289035978,332
1.0,,,,1.0,sell,66145.53,BTC-22MAR24-78000-C,79.55,,0.01658636,0.016,2,1709768021332,289035901,215
0.1,,,,0.1,buy,66163.31,BTC-15MAR24-59000-P,76.73,,0.00835625,0.0085,1,1709768002435,289035762,561
0.1,,,,0.1,sell,66214.22,BTC-15MAR24-70000-C,77.33,,0.02702804,0.0265,2,1709767973829,289035685,1736
2.0,,,,2.0,buy,66216.05,BTC-15MAR24-68000-C,76.05,,0.03687975,0.0365,2,1709767970151,289035681,703
0.1,,,,0.1,buy,66187.58,BTC-8MAR24-67000-C,76.24,,0.01388029,0.0135,3,1709767950911,289035652,318
5.0,,,,5.0,sell,66185.58,BTC-15MAR24-52000-P,85.08,,0.00137506,0.0012,2,1709767942026,289035650,649
0.1,,,,0.1,buy,66178.4,BTC-26APR24-75000-C,74.54,,0.07249739,0.0725,2,1709767937769,289035647,571
5.0,,,,5.0,sell,66140.6,BTC-15MAR24-54000-P,81.64,,0.00225209,0.0021,2,1709767920533,289035613,542
0.1,,,,0.1,sell,66140.64,BTC-28JUN24-50000-P,71.89,,0.03768772,0.0375,1,1709767918411,289035612,450
0.8,,,,0.8,sell,66143.72,BTC-15MAR24-50000-P,93.61,,0.0009815,0.001,2,1709767910949,289035606,629
0.1,,,,0.1,sell,66159.56,BTC-7MAR24-67500-C,75.12,,0.00246981,0.0026,3,1709767894773,289035592,164
0.2,,,,0.2,buy,66136.03,BTC-8MAR24-74000-C,104.82,,0.00108606,0.0011,0,1709767871104,289035568,787
0.5,,,,0.5,sell,66129.16,BTC-28JUN24-80000-C,73.38,,0.1120534,0.111,2,1709767854556,289035553,1114
3.0,,,,3.0,sell,66106.66,BTC-28JUN24-100000-C,77.32,,0.05908179,0.058,3,1709767849198,289035529,1326
75.0,BLOCK-130250,2,BTC-STRG-28JUN24-56000_90000,75.0,sell,66102.98,BTC-28JUN24-90000-C,75.35,,0.08049644,0.0794,2,1709767846954,289035526,645
75.0,BLOCK-130250,2,BTC-STRG-28JUN24-56000_90000,75.0,sell,66102.98,BTC-28JUN24-56000-P,70.58,,0.06290602,0.0621,0,1709767846954,289035525,80
0.1,,,,0.1,buy,66102.17,BTC-8MAR24-67000-P,75.54,,0.02610141,0.0255,2,1709767836024,289035507,271
0.4,,,,0.4,sell,66107.59,BTC-8MAR24-58000-P,107.31,,0.0006792,0.0005,3,1709767829746,289035498,699
0.7,,,,0.7,buy,66107.13,BTC-28JUN24-50000-C,71.98,,0.32309978,0.323,3,1709767824099,289035495,2599
0.1,,,,0.1,sell,66106.24,BTC-22MAR24-70000-C,75.91,,0.04224047,0.042,2,1709767805693,289035457,551
0.1,,,,0.1,sell,66120.96,BTC-8MAR24-61000-P,87.45,,0.00172952,0.0014,2,1709767756087,289035400,704
0.2,,,,0.2,sell,66134.24,BTC-15MAR24-64000-C,74.67,,0.06602304,0.0655,1,1709767742920,289035398,1145
0.1,,,,0.1,sell,66153.5,BTC-8MAR24-61500-P,85.84,,0.00208221,0.0018,2,1709767715778,289035366,939
