amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.7,,,,1.7,buy,62508.93,BTC-13OCT24-62500-C,21.67,0.00554609,0.0055,1,1728691196095,320642887,112
0.1,,,,0.1,sell,62478.49,BTC-12OCT24-63000-C,23.81,0.00063971,0.0004,3,1728691172885,320642866,380
0.1,,,,0.1,sell,62448.91,BTC-12OCT24-63500-C,29.0,0.00017809,0.0001,2,1728691145890,320642822,249
9.0,,,,9.0,sell,62450.02,BTC-13OCT24-62500-P,19.53,0.00562807,0.0049,0,1728691125589,320642817,113
0.1,,,,0.1,sell,62450.0,BTC-18OCT24-70000-C,45.95,0.00094674,0.0008,3,1728691125286,320642816,474
0.5,,,,0.5,sell,62410.31,BTC-18OCT24-65000-C,40.59,0.00757828,0.0075,1,1728690972276,320642690,781
0.1,,,,0.1,sell,62406.97,BTC-25OCT24-57000-P,48.14,0.0069339,0.007,1,1728690934031,320642655,1416
0.1,,,,0.1,buy,62396.28,BTC-27DEC24-100000-C,63.91,0.00943246,0.0095,2,1728690831368,320642628,6181
1.0,,,,1.0,sell,62422.6,BTC-18OCT24-60000-P,41.78,0.00707164,0.007,1,1728690781478,320642590,817
0.2,,,,0.2,sell,62428.14,BTC-18OCT24-64000-C,39.62,0.01181812,0.0115,3,1728690773124,320642576,1014
1.0,,,,1.0,sell,62405.49,BTC-25OCT24-62000-C,43.21,0.03851356,0.038,2,1728690745737,320642546,1753
0.5,,,,0.5,sell,62403.22,BTC-1NOV24-57000-P,47.25,0.01183089,0.0115,0,1728690730146,320642533,25
1.0,,,,1.0,sell,62402.27,BTC-8NOV24-63000-C,54.36,0.05844307,0.058,2,1728690726582,320642532,645
1.0,,,,1.0,buy,62386.27,BTC-13OCT24-63500-C,27.45,0.00110165,0.0013,3,1728690695477,320642512,126
2.3,,,,2.3,buy,62378.47,BTC-14OCT24-63500-C,27.97,0.00280084,0.0029,2,1728690686093,320642510,88
0.1,,,,0.1,buy,62342.85,BTC-25OCT24-56000-P,49.92,0.0054093,0.0055,1,1728690559403,320642392,1506
0.1,,,,0.1,sell,62343.44,BTC-14OCT24-62500-C,27.74,0.00759173,0.008,3,1728690542324,320642389,75
0.5,,,,0.5,buy,62375.58,BTC-29NOV24-64000-C,54.7,0.07244301,0.073,2,1728690502627,320642341,448
0.1,,,,0.1,buy,62386.8,BTC-18OCT24-59000-P,43.87,0.0045344,0.0047,1,1728690495170,320642338,1085
0.1,,,,0.1,buy,62396.49,BTC-18OCT24-56000-P,52.83,0.00152532,0.0016,3,1728690393454,320642252,405
0.1,,,,0.1,buy,62395.49,BTC-12OCT24-62500-P,21.58,0.00364709,0.0035,0,1728690389010,320642249,143
0.6,,,,0.6,sell,62395.38,BTC-25OCT24-63000-C,44.5,0.03066811,0.031,1,1728690387522,320642237,1686
0.1,,,,0.1,sell,62407.78,BTC-25OCT24-64000-C,44.61,0.02419176,0.0245,3,1728690384101,320642220,1721
0.1,,,,0.1,buy,62407.78,BTC-14OCT24-63500-P,24.77,0.0196456,0.019,1,1728690384083,320642212,1
0.5,,,,0.5,buy,62407.78,BTC-13OCT24-63000-P,19.03,0.01126431,0.0105,0,1728690384082,320642207,98
0.2,,,,0.2,buy,62407.91,BTC-18OCT24-63000-P,39.88,0.02515074,0.025,0,1728690384081,320642205,441
1.0,,,,1.0,sell,62434.43,BTC-18OCT24-63000-C,40.4,0.01788819,0.018,2,1728690363564,320642177,951
0.3,,,,0.3,buy,62434.23,BTC-12OCT24-63000-P,15.32,0.00946269,0.009,0,1728690362748,320642167,85
0.1,,,,0.1,buy,62450.19,BTC-1NOV24-60000-P,45.59,0.02370286,0.0235,1,1728690350229,320642146,28
1.0,,,,1.0,buy,62463.46,BTC-28MAR25-65000-C,56.73,0.15161864,0.1515,2,1728690296570,320642082,727
0.5,,,,0.5,buy,62469.33,BTC-18OCT24-57000-P,48.86,0.00194272,0.002,1,1728690167957,320642075,362
3.0,,,,3.0,sell,62474.78,BTC-13OCT24-66000-C,39.53,0.00013649,0.0001,3,1728690107294,320642056,18
0.5,,,,0.5,buy,62477.48,BTC-27DEC24-65000-C,54.78,0.09056538,0.0905,2,1728690056647,320642021,2348
0.1,,,,0.1,sell,62498.39,BTC-8NOV24-55000-P,56.08,0.01549353,0.015,1,1728689831991,320641984,1771
0.1,,,,0.1,sell,62497.92,BTC-8NOV24-60000-P,53.76,0.03757864,0.037,2,1728689831984,320641983,1657
0.1,,,,0.1,sell,62532.28,BTC-14OCT24-68000-C,43.16,0.00011827,0.0001,2,1728689754236,320641947,5
0.4,,,,0.4,buy,62530.93,BTC-13OCT24-64000-C,22.1,0.0005748,0.0006,0,1728689739025,320641945,138
0.1,,,,0.1,sell,62531.85,BTC-12OCT24-61500-P,32.5,0.00022671,0.0002,3,1728689735526,320641943,151
0.2,,,,0.2,sell,62538.75,BTC-8NOV24-67000-C,54.88,0.03547927,0.035,2,1728689694867,320641934,974
0.1,,,,0.1,sell,62537.71,BTC-27DEC24-75000-C,56.35,0.04520044,0.0445,2,1728689592651,320641896,4614
1.0,,,,1.0,sell,62492.43,BTC-25OCT24-58000-P,45.61,0.00899357,0.0085,1,1728689370082,320641834,1875
1.0,,,,1.0,sell,62486.85,BTC-25OCT24-68000-C,45.34,0.00888865,0.0085,2,1728689352494,320641814,1363
1.0,,,,1.0,sell,62481.87,BTC-18OCT24-66000-C,40.53,0.00498156,0.0047,3,1728689287551,320641777,804
1.0,,,,1.0,buy,62492.72,BTC-1NOV24-70000-C,48.26,0.01120313,0.011,3,1728689158784,320641729,57
1.3,,,,1.3,sell,62478.7,BTC-13OCT24-63000-C,23.25,0.00255817,0.0026,1,1728689101264,320641703,166
1.2,,,,1.2,buy,62486.07,BTC-14OCT24-62500-P,25.76,0.00820479,0.008,3,1728689057547,320641622,39
0.1,,,,0.1,sell,62531.2,BTC-25OCT24-65000-C,43.77,0.01939099,0.019,1,1728688882182,320641440,2764
1.0,,,,1.0,buy,62558.28,BTC-13OCT24-62000-P,23.51,0.00211787,0.0022,0,1728688722838,320641318,91
0.1,,,,0.1,sell,62557.97,BTC-12OCT24-64000-C,36.12,5.918e-05,0.0001,2,1728688719020,320641316,98
1.1,,,,1.1,buy,62637.28,BTC-18OCT24-76000-C,59.06,0.00020019,0.0002,3,1728688588269,320641152,246
0.2,,,,0.2,buy,62621.48,BTC-25OCT24-59000-C,45.91,0.0729107,0.073,0,1728688459953,320640967,847
0.1,,,,0.1,buy,62602.28,BTC-25OCT24-70000-C,47.47,0.00562812,0.0055,0,1728688457399,320640966,3703
0.1,,,,0.1,sell,62513.44,BTC-25OCT24-62000-P,44.26,0.02784269,0.028,0,1728688403346,320640798,818
1.5,,,,1.5,sell,62513.38,BTC-13OCT24-63500-P,20.31,0.01660376,0.016,0,1728688395437,320640766,4
1.0,,,,1.0,sell,62486.06,BTC-13OCT24-61500-P,23.43,0.00110962,0.0009,3,1728688330706,320640669,91
0.5,,,,0.5,sell,62457.22,BTC-12OCT24-62500-C,22.61,0.00273053,0.0026,2,1728687975039,320640428,255
0.1,,,,0.1,sell,62434.96,BTC-25OCT24-63000-P,43.34,0.03644125,0.036,0,1728687889344,320640350,662
0.1,,,,0.1,sell,62426.42,BTC-25OCT24-61000-P,43.77,0.02192648,0.0215,2,1728687855153,320640325,1096
0.1,,,,0.1,buy,62412.87,BTC-14OCT24-63000-C,26.77,0.00517633,0.005,2,1728687787487,320640256,141
0.1,,,,0.1,sell,62425.79,BTC-27DEC24-90000-C,61.14,0.01693006,0.017,2,1728687555164,320640011,3102
0.1,,,,0.1,sell,62452.53,BTC-14OCT24-62000-P,26.14,0.00525768,0.005,0,1728687447909,320639971,50
1.5,,,,1.5,sell,62489.29,BTC-25OCT24-69000-C,45.97,0.00688865,0.0065,2,1728687360409,320639922,1103
2.0,,,,2.0,sell,62491.36,BTC-8NOV24-100000-C,76.11,0.00120448,0.0012,0,1728686986969,320639760,762
1.0,,,,1.0,buy,62418.63,BTC-25OCT24-49000-P,68.7,0.00127728,0.0014,0,1728686827474,320639560,954
0.1,,,,0.1,sell,62400.79,BTC-14OCT24-66000-C,35.4,0.00030276,0.0003,2,1728686723713,320639511,18
0.1,,,,0.1,buy,62386.02,BTC-12OCT24-62000-C,26.78,0.00739967,0.0075,2,1728686664261,320639443,222
3.8,,,,3.8,sell,62375.92,BTC-13OCT24-64500-C,30.45,0.00031136,0.0003,2,1728686616657,320639420,36
0.1,,,,0.1,sell,62390.38,BTC-1NOV24-58000-P,47.47,0.01545114,0.0155,1,1728686426558,320639182,41
5.0,,,,5.0,buy,62528.13,BTC-8NOV24-63000-P,54.66,0.05995069,0.06,1,1728686351376,320638816,512
