amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,57750.81,BTC-13JUL24-60500-C,49.83,0.00234267,0.0025,0,1720655981710,308342181,43
6.4,,,,,6.4,sell,57745.18,BTC-12JUL24-57000-P,54.37,0.00735888,0.0075,3,1720655919611,308342150,1009
0.6,,,,,0.6,sell,57742.98,BTC-13JUL24-60000-C,46.75,0.00336593,0.0031,2,1720655853353,308342145,79
0.1,,,,,0.1,buy,57743.14,BTC-19JUL24-57000-C,48.35,0.03678271,0.037,0,1720655840231,308342144,514
0.1,,,,,0.1,buy,57725.07,BTC-26JUL24-57000-C,47.0,0.0470408,0.047,0,1720655833858,308342131,414
0.3,,,,,0.3,sell,57713.47,BTC-26JUL24-63000-C,45.79,0.010292,0.01,2,1720655794375,308342110,1785
0.1,,,,,0.1,sell,57712.42,BTC-12JUL24-59500-C,53.6,0.00291899,0.0031,2,1720655637564,308342078,260
0.1,,,,,0.1,sell,57715.23,BTC-11JUL24-54500-P,83.23,7.316e-05,0.0001,2,1720655590273,308342077,51
0.1,,,,,0.1,sell,57756.21,BTC-30AUG24-50000-P,49.35,0.01865981,0.0185,3,1720655408015,308341995,1019
6.8,,,,,6.8,sell,57768.92,BTC-13JUL24-61000-C,50.86,0.00166681,0.0018,1,1720655365884,308341962,15
0.1,,,,,0.1,sell,57779.73,BTC-30AUG24-55000-P,47.87,0.04333729,0.043,2,1720655329823,308341943,636
0.1,,,,,0.1,buy,57783.1,BTC-30AUG24-64000-C,48.37,0.03709091,0.037,0,1720655316926,308341937,1052
2.0,,,,,2.0,sell,57852.07,BTC-13JUL24-56000-P,50.7,0.0049977,0.0047,2,1720655114940,308341796,19
0.1,,,,,0.1,buy,57840.13,BTC-27DEC24-100000-C,62.98,0.03269586,0.0325,1,1720655089823,308341781,3045
1.0,,,,,1.0,sell,57838.28,BTC-12JUL24-55000-P,61.79,0.00163198,0.0015,2,1720655074872,308341776,776
0.1,,,,,0.1,sell,57844.8,BTC-11JUL24-57000-C,49.71,0.01561814,0.016,0,1720655065377,308341766,79
14.5,,,,,14.5,buy,57828.71,BTC-12JUL24-61000-C,53.38,0.00070439,0.0007,3,1720655063216,308341764,1854
0.6,,,,,0.6,buy,57828.71,BTC-11JUL24-58000-C,40.92,0.00349191,0.0036,0,1720655062830,308341761,148
6.0,,,,,6.0,buy,57828.71,BTC-13JUL24-59000-C,48.04,0.00738668,0.0075,2,1720655062806,308341760,37
0.7,,,,,0.7,buy,57828.71,BTC-11JUL24-57500-C,43.46,0.0081204,0.0085,0,1720655062767,308341757,119
1.0,,,,,1.0,sell,57828.71,BTC-27DEC24-45000-P,57.96,0.04410398,0.044,2,1720655062767,308341756,427
0.1,,,,,0.1,buy,57796.47,BTC-19JUL24-56000-P,49.08,0.01556089,0.0155,2,1720654915230,308341617,746
0.6,,,,,0.6,buy,57814.77,BTC-11JUL24-57500-P,38.74,0.00263992,0.0025,2,1720654912904,308341600,256
6.0,,,,,6.0,buy,57814.54,BTC-26JUL24-62000-C,46.74,0.01417069,0.0145,0,1720654885762,308341580,1348
0.1,,,,,0.1,buy,57775.0,BTC-11JUL24-59000-C,47.28,0.00057483,0.0005,2,1720654723279,308341463,226
8.7,,,,,8.7,sell,57746.75,BTC-12JUL24-48000-P,127.5,0.0002719,0.0002,3,1720654706617,308341406,573
0.1,,,,,0.1,sell,57739.16,BTC-12JUL24-63000-C,65.05,0.00022067,0.0002,3,1720654697962,308341391,1306
0.1,,,BTC-STRG-19JUL24-56000_59000,308341308,0.1,sell,57730.12,BTC-19JUL24-59000-C,46.77,0.0198208,0.0196,0,1720654632400,308341310,604
4.0,,,,,4.0,sell,57735.63,BTC-19JUL24-54000-P,52.07,0.00835075,0.008,3,1720654619318,308341265,752
0.6,,,,,0.6,sell,57735.55,BTC-12JUL24-55500-P,58.15,0.00250555,0.0023,3,1720654611474,308341262,253
3.4,,,,,3.4,buy,57732.73,BTC-11JUL24-55000-P,83.58,0.00021031,0.0003,2,1720654508976,308341171,112
1.1,,,,,1.1,sell,57754.18,BTC-12JUL24-57000-C,51.37,0.01994225,0.02,0,1720654492190,308341151,763
0.1,,,,,0.1,buy,57710.36,BTC-27JUN25-75000-C,64.43,0.18775207,0.189,0,1720654487693,308341134,191
1.0,,,,,1.0,sell,57705.13,BTC-19JUL24-57000-P,47.68,0.02238249,0.022,2,1720654486592,308341111,445
3.0,,,,,3.0,buy,57652.73,BTC-30AUG24-60000-C,48.09,0.05912112,0.059,2,1720654387665,308340994,359
0.1,,,,,0.1,sell,57627.24,BTC-26JUL24-79000-C,58.25,0.00025245,0.0002,3,1720654344988,308340879,603
0.2,,,,,0.2,buy,57621.23,BTC-13JUL24-57500-P,47.44,0.01421067,0.014,3,1720654314416,308340877,31
0.7,,,,,0.7,sell,57638.48,BTC-13JUL24-58000-C,47.66,0.01265601,0.0125,2,1720654302487,308340858,7
1.9,,,,,1.9,sell,57638.54,BTC-26JUL24-80000-C,60.28,0.00023818,0.0002,2,1720654300473,308340856,1798
0.1,,,,,0.1,sell,57687.43,BTC-12JUL24-64000-C,69.25,0.00020657,0.0001,3,1720654137973,308340805,1537
0.1,,,,,0.1,sell,57672.28,BTC-11JUL24-55500-P,68.39,0.00034293,0.0003,3,1720654076256,308340787,123
0.5,,,,,0.5,sell,57672.17,BTC-11JUL24-54000-P,91.41,0.00017162,0.0001,2,1720654021143,308340780,109
1.9,,,,,1.9,sell,57682.87,BTC-13JUL24-58000-P,45.95,0.01816591,0.0175,3,1720654009389,308340769,78
0.1,,,,,0.1,buy,57652.29,BTC-19JUL24-60000-C,46.78,0.01371668,0.0135,0,1720653475165,308340616,823
2.4,,,,,2.4,sell,57635.99,BTC-26JUL24-57000-P,46.84,0.03129029,0.031,1,1720653168608,308340558,1576
0.3,,,,,0.3,sell,57616.69,BTC-12JUL24-62000-C,58.97,0.00036281,0.0003,3,1720652896837,308340426,1697
0.1,,,,,0.1,buy,57617.12,BTC-30AUG24-45000-P,53.8,0.00782155,0.008,1,1720652876362,308340409,713
0.4,,,,,0.4,buy,57621.87,BTC-30AUG24-46000-P,52.75,0.00933728,0.0095,1,1720652841459,308340392,238
0.3,,,,,0.3,buy,57628.87,BTC-12JUL24-57500-C,52.14,0.01403344,0.014,0,1720652793790,308340354,150
0.2,,,,,0.2,buy,57643.61,BTC-19JUL24-55000-P,50.89,0.01205667,0.012,2,1720652767438,308340344,436
0.1,,,,,0.1,buy,57652.11,BTC-30AUG24-61000-C,48.18,0.0526568,0.0525,0,1720652727486,308340326,453
0.1,,,,,0.1,buy,57664.45,BTC-30AUG24-52000-P,48.72,0.02712469,0.027,2,1720652584057,308340245,815
0.1,,,,,0.1,sell,57675.97,BTC-19JUL24-67000-C,50.18,0.00093305,0.0008,3,1720652463222,308340169,259
0.1,,,,,0.1,buy,57680.67,BTC-27SEP24-65000-C,51.68,0.05612294,0.056,0,1720652453073,308340160,2116
0.1,,,,,0.1,buy,57693.18,BTC-27SEP24-55000-P,50.42,0.0616366,0.0615,2,1720652429559,308340149,858
0.1,,,,,0.1,buy,57705.91,BTC-30AUG24-35000-P,66.33,0.0013991,0.0013,0,1720652369096,308340109,208
0.1,,,,,0.1,sell,57700.19,BTC-30AUG24-92000-C,56.4,0.00137317,0.0014,3,1720652274408,308340078,214
0.2,,,,,0.2,buy,57708.01,BTC-27SEP24-90000-C,57.27,0.00727792,0.0075,3,1720652220956,308340064,2342
0.6,,,,,0.6,buy,57663.5,BTC-11JUL24-57000-P,42.33,0.00150216,0.0015,0,1720651721300,308339828,248
1.0,,,,,1.0,sell,57668.71,BTC-30AUG24-73000-C,49.96,0.0114293,0.0115,1,1720651707060,308339821,692
0.1,,,,,0.1,buy,57669.19,BTC-26JUL24-50000-P,57.16,0.00531075,0.0055,3,1720651703969,308339820,1977
1.1,,,,,1.1,buy,57669.19,BTC-26JUL24-53000-P,51.73,0.01137295,0.0115,1,1720651703784,308339819,1138
4.0,,,,,4.0,sell,57676.62,BTC-27JUN25-70000-C,64.34,0.21345878,0.212,0,1720651632010,308339773,56
0.4,,,,,0.4,sell,57691.8,BTC-19JUL24-62000-C,46.04,0.00648763,0.006,2,1720651488751,308339706,790
0.3,,,,,0.3,sell,57691.8,BTC-19JUL24-61000-C,45.81,0.00963624,0.009,2,1720651488237,308339705,1000
0.4,,,,,0.4,sell,57692.64,BTC-19JUL24-53000-P,54.66,0.00625519,0.006,3,1720651486879,308339703,397
0.1,,,,,0.1,buy,57687.07,BTC-11JUL24-58000-P,41.45,0.00829918,0.0085,2,1720651450691,308339682,97
0.1,,,,,0.1,sell,57680.98,BTC-30AUG24-74000-C,50.02,0.01001571,0.01,2,1720651415092,308339650,721
2.9,,,,,2.9,sell,57680.66,BTC-30AUG24-58000-P,47.92,0.06784367,0.0675,0,1720651413516,308339649,594
0.7,,,,,0.7,sell,57716.8,BTC-12JUL24-58000-C,51.44,0.01074103,0.0105,0,1720650968747,308339336,972
0.7,,,,,0.7,sell,57727.59,BTC-26JUL24-58000-C,46.03,0.03791688,0.0375,0,1720650931416,308339285,838
0.1,,,,,0.1,sell,57759.43,BTC-30AUG24-79000-C,51.54,0.0054817,0.0055,2,1720650888361,308339269,258
0.1,,,,,0.1,sell,57728.5,BTC-30AUG24-56000-P,47.86,0.05101123,0.0505,2,1720650886115,308339266,859
4.6,,,,,4.6,sell,57728.5,BTC-26JUL24-58000-P,46.24,0.03834684,0.038,2,1720650885876,308339264,1709
0.7,,,,,0.7,sell,57728.5,BTC-26JUL24-56000-P,47.47,0.02378712,0.0235,2,1720650885684,308339260,1160
1.3,,,,,1.3,buy,57733.17,BTC-27DEC24-65000-C,59.03,0.1299676,0.1305,2,1720650876768,308339224,876
0.1,,,,,0.1,buy,57739.35,BTC-30AUG24-48000-P,51.35,0.01306218,0.0135,0,1720650861366,308339191,585
0.7,,,,,0.7,buy,57748.12,BTC-27DEC24-75000-C,60.2,0.08569497,0.086,0,1720650799277,308339065,1912
0.1,,,,,0.1,buy,57801.79,BTC-11JUL24-61000-C,72.14,3.816e-05,0.0001,3,1720650495674,308338913,105
0.1,,,,,0.1,sell,57804.44,BTC-11JUL24-59500-C,54.08,0.00039412,0.0004,1,1720650473801,308338908,114
0.1,,,,,0.1,buy,57802.16,BTC-19JUL24-72000-C,60.43,0.00029117,0.0003,3,1720650473085,308338907,261
0.1,,,,,0.1,sell,57796.47,BTC-11JUL24-60000-C,58.63,0.00024951,0.0002,1,1720650464586,308338884,148
0.1,,,,,0.1,sell,57760.91,BTC-27SEP24-59000-P,50.54,0.09520075,0.0945,2,1720650438305,308338777,473
0.1,,,,,0.1,sell,57760.91,BTC-27SEP24-57000-P,50.38,0.07699334,0.0765,2,1720650438242,308338770,489
0.1,,,,,0.1,sell,57760.91,BTC-27SEP24-56000-P,50.43,0.06876063,0.0685,2,1720650438035,308338752,476
0.2,,,,,0.2,sell,57689.2,BTC-13JUL24-58500-C,47.25,0.0097513,0.0095,2,1720650355345,308338615,11
0.6,,,,,0.6,sell,57687.88,BTC-12JUL24-51000-P,99.79,0.0004222,0.0005,1,1720650229166,308338565,169
2.6,,,,,2.6,buy,57737.19,BTC-26JUL24-52000-P,52.82,0.00823995,0.0085,2,1720650133504,308338486,1229
0.7,,,,,0.7,buy,57713.39,BTC-19JUL24-58000-C,48.39,0.02763874,0.028,1,1720650116175,308338459,705
1.0,,,,,1.0,buy,57716.77,BTC-30AUG24-69000-C,49.17,0.01941628,0.0195,0,1720650098294,308338382,644
0.5,,,,,0.5,sell,57658.87,BTC-13JUL24-55000-P,55.18,0.00333362,0.0033,2,1720650096661,308338345,12
1.5,,,,,1.5,sell,57658.87,BTC-12JUL24-58500-C,52.89,0.00693592,0.007,0,1720650096599,308338344,195
5.9,,,,,5.9,sell,57658.87,BTC-27DEC24-55000-P,57.79,0.10926763,0.109,0,1720650096403,308338329,476
0.1,,,,,0.1,buy,57658.87,BTC-26JUL24-59000-C,47.25,0.02942168,0.03,0,1720650096306,308338322,588
1.3,,,,,1.3,buy,57658.87,BTC-30AUG24-55000-C,49.22,0.10174203,0.103,2,1720650096306,308338323,131
0.1,,,,,0.1,sell,57658.87,BTC-27SEP24-54000-P,50.26,0.05487292,0.0545,0,1720650096294,308338319,405
