amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.4,,,,sell,29278.61,BTC-31JUL23-30000-C,39.85,0.00011861,0.0001,3,1690761541860,261819662,123
0.4,,,,sell,29276.62,BTC-31JUL23-29000-P,35.54,0.0010752,0.0011,3,1690761421463,261819650,363
0.2,,,,sell,29276.84,BTC-31JUL23-28500-P,52.76,0.00012831,0.0003,1,1690761388748,261819648,70
0.1,,,,buy,29269.22,BTC-25AUG23-33000-C,38.25,0.00627564,0.0065,1,1690761146418,261819608,1514
0.1,,,,sell,29257.39,BTC-1AUG23-30000-C,32.41,0.00106406,0.001,1,1690760956994,261819585,32
0.9,,,,sell,29263.3,BTC-2AUG23-28750-P,31.06,0.00342151,0.0033,2,1690760830311,261819554,49
0.5,,,,buy,29270.52,BTC-4AUG23-28500-P,31.81,0.00417228,0.0041,2,1690760576682,261819525,592
0.2,,,,buy,29276.05,BTC-25AUG23-30000-P,32.15,0.04616582,0.046,2,1690760533018,261819507,1469
0.3,,,,sell,29276.47,BTC-1AUG23-29500-C,28.6,0.00393209,0.0039,0,1690760498259,261819504,103
3.0,,,,buy,29271.59,BTC-4AUG23-28000-P,35.79,0.00209044,0.0023,3,1690760369793,261819495,581
0.1,,,,sell,29281.1,BTC-29SEP23-33000-C,37.79,0.02249969,0.0225,0,1690760190014,261819463,1521
0.1,,,,sell,29281.86,BTC-29SEP23-25000-P,40.84,0.01239205,0.0125,1,1690760181986,261819460,1369
1.0,,,,sell,29272.91,BTC-25AUG23-20000-P,68.61,0.0008978,0.0009,2,1690760136816,261819426,452
0.1,,,,sell,29259.91,BTC-1AUG23-29250-P,26.01,0.00661437,0.006,2,1690759901193,261819380,88
0.4,,,,sell,29252.09,BTC-4AUG23-30000-C,31.61,0.00548225,0.005,1,1690759884451,261819352,1773
3.9,,,,sell,29258.96,BTC-31JUL23-28750-P,33.73,0.00019429,0.0002,3,1690759798003,261819306,125
3.0,,,,buy,29260.99,BTC-31JUL23-29500-C,24.84,0.00058507,0.0006,0,1690759754549,261819298,341
0.1,,,,buy,29247.76,BTC-25AUG23-30000-C,32.11,0.02402066,0.024,0,1690759747541,261819293,2790
0.1,,,,sell,29247.76,BTC-29MAR24-18000-P,54.96,0.02091326,0.0205,1,1690759747460,261819278,122
0.1,,,,buy,29247.76,BTC-31JUL23-29250-C,24.08,0.002955,0.003,1,1690759747267,261819275,188
6.0,,,,buy,29250.68,BTC-4AUG23-30500-C,34.05,0.00266367,0.0026,0,1690759402669,261819174,998
1.5,,,,sell,29247.79,BTC-1AUG23-29000-P,31.27,0.00382569,0.004,3,1690759326476,261819155,71
0.6,,,,sell,29242.89,BTC-2AUG23-29250-C,29.14,0.00941885,0.0095,0,1690759299160,261819131,13
0.1,,,,sell,29238.19,BTC-1AUG23-28500-P,32.63,0.00102723,0.0009,2,1690759215565,261819108,29
0.8,,,,sell,29234.31,BTC-1AUG23-30250-C,36.05,0.00068018,0.0006,0,1690759185553,261819096,24
0.1,,,,buy,29232.62,BTC-29SEP23-32000-C,37.27,0.02904248,0.0295,1,1690759109793,261819076,2087
0.4,,,,sell,29222.58,BTC-29SEP23-30000-C,36.17,0.05076845,0.051,0,1690759018891,261819042,2267
0.9,,,,sell,29230.97,BTC-2AUG23-28000-P,36.73,0.00095464,0.0009,2,1690758995288,261819027,7
0.1,,,,sell,29225.65,BTC-31JUL23-29250-P,21.52,0.00348161,0.0031,3,1690758901825,261818980,198
1.1,,,,buy,29229.47,BTC-29SEP23-31000-P,36.0,0.08899489,0.0885,0,1690758875025,261818968,498
0.1,,,,sell,29237.75,BTC-31JUL23-29750-C,28.68,0.00024348,0.0001,3,1690758839383,261818938,187
0.7,,,,buy,29230.4,BTC-11AUG23-31000-C,32.55,0.00532389,0.005,3,1690758778159,261818872,283
0.2,,,,buy,29225.18,BTC-1AUG23-29250-C,27.79,0.00652899,0.0065,1,1690758757394,261818840,72
1.2,,,,sell,29219.21,BTC-25AUG23-31000-P,33.33,0.07215682,0.072,0,1690758747913,261818822,451
0.7,,,,buy,29217.26,BTC-25AUG23-27000-P,34.89,0.00872947,0.009,3,1690758727247,261818801,1479
1.0,,,,buy,29198.99,BTC-25AUG23-29000-C,31.4,0.03820723,0.038,0,1690758664204,261818758,936
1.0,,,,sell,29197.14,BTC-18AUG23-29500-C,30.34,0.02344717,0.0235,3,1690758638611,261818739,157
0.8,,,,buy,29213.19,BTC-25AUG23-31000-C,33.64,0.01438715,0.0145,0,1690758570131,261818682,2682
2.5,,,,buy,29197.86,BTC-29SEP23-34000-C,38.96,0.01699258,0.017,1,1690758554858,261818677,1302
0.1,,,,buy,29196.95,BTC-4AUG23-29500-C,30.03,0.00934726,0.009,2,1690758549390,261818637,520
0.1,,,,sell,29159.27,BTC-11AUG23-31500-C,35.16,0.00342099,0.0035,2,1690758263675,261818201,183
0.1,,,,sell,29162.37,BTC-29SEP23-30000-P,36.18,0.06920789,0.0695,1,1690757532700,261818027,1102
0.2,,,,buy,29157.32,BTC-25AUG23-29000-P,31.54,0.02901665,0.029,0,1690757427365,261817956,1234
0.3,,,,buy,29160.36,BTC-25AUG23-32000-C,35.72,0.00893594,0.009,3,1690757000795,261817873,2842
0.1,,,,sell,29168.18,BTC-1AUG23-27500-P,49.67,0.00028818,0.0003,2,1690756968166,261817865,20
0.3,,,,sell,29171.4,BTC-11AUG23-29000-P,30.12,0.01743425,0.0175,1,1690756779175,261817820,183
0.5,,,,buy,29160.33,BTC-18AUG23-29000-P,29.97,0.02308458,0.023,3,1690756233969,261817549,41
1.0,,,,buy,29159.88,BTC-2AUG23-27500-P,44.02,0.00059761,0.0007,0,1690756170230,261817519,3
1.0,,,,buy,29163.53,BTC-1AUG23-27000-P,58.41,0.00013689,0.0002,1,1690756105621,261817501,8
6.0,,,,buy,29170.78,BTC-11AUG23-27500-P,33.36,0.00419577,0.0045,0,1690755748694,261817449,89
0.1,,,,buy,29169.74,BTC-29SEP23-23000-P,45.63,0.00678652,0.007,0,1690755302506,261817334,798
0.1,,,,sell,29182.33,BTC-2AUG23-32500-C,53.34,0.00017419,0.0001,1,1690755002461,261817161,1
0.3,,,,sell,29213.27,BTC-29DEC23-50000-C,53.35,0.01271771,0.013,3,1690754368843,261816960,1464
2.0,,,,buy,29225.27,BTC-29SEP23-29000-P,35.83,0.0497097,0.0495,2,1690754214769,261816931,727
0.1,,,,sell,29226.22,BTC-29SEP23-28000-P,35.95,0.03574401,0.035,2,1690754049281,261816895,844
1.0,,,,sell,29191.27,BTC-1AUG23-28000-P,40.51,0.00055481,0.0005,1,1690753415215,261816711,17
1.0,,,,sell,29177.57,BTC-11AUG23-42000-C,71.97,0.00017747,0.0001,3,1690753162161,261816641,15
0.6,,,,buy,29177.52,BTC-11AUG23-28500-P,30.51,0.01100298,0.011,3,1690753157686,261816639,153
10.0,,,,sell,29178.52,BTC-11AUG23-30500-C,32.67,0.00791718,0.008,1,1690753152787,261816636,180
3.8,,,,sell,29179.24,BTC-1AUG23-31000-C,46.0,0.00027059,0.0002,1,1690753109136,261816627,25
3.8,,,,sell,29187.47,BTC-11AUG23-30000-C,30.87,0.01188098,0.0115,3,1690753023728,261816611,498
5.0,,,,buy,29206.29,BTC-11AUG23-25000-P,47.3,0.00076884,0.0009,1,1690752816175,261816572,30
