amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,,sell,26249.3,BTC-27OCT23-25000-P,36.25,,0.02129432,0.0215,3,1695599949534,265266428,1661
0.4,,,,,buy,26259.82,BTC-13OCT23-26500-C,28.73,,0.0221099,0.022,3,1695599875659,265266354,126
0.4,,,,,sell,26256.68,BTC-25SEP23-26250-P,24.9,,0.00312554,0.0029,2,1695599856607,265266345,157
1.0,,,,,buy,26260.65,BTC-27OCT23-26000-C,33.81,,0.04677649,0.0465,2,1695599847023,265266339,1186
1.1,,,,,buy,26259.43,BTC-27OCT23-27000-C,34.08,,0.02916301,0.0295,0,1695599840981,265266333,1792
0.4,,,,,sell,26252.74,BTC-27SEP23-25500-P,35.65,,0.00260693,0.0023,0,1695599778430,265266226,3
0.1,,,,,sell,26249.97,BTC-26SEP23-27250-C,43.22,,0.00090636,0.0009,3,1695599646390,265266045,25
5.0,,,,,buy,26249.97,BTC-6OCT23-22500-P,54.92,,0.00208097,0.0021,1,1695599646112,265266044,55
1.9,,,,,buy,26252.44,BTC-27SEP23-26000-C,30.27,,0.01512027,0.015,2,1695599582580,265265874,2
1.6,,,,,buy,26252.44,BTC-26SEP23-26250-C,29.11,,0.00713297,0.007,3,1695599582576,265265873,17
0.1,,,,,sell,26253.27,BTC-13OCT23-28500-C,32.35,,0.00517437,0.005,3,1695599576437,265265863,179
0.4,,,,,buy,26254.17,BTC-13OCT23-28000-C,30.9,,0.00723192,0.007,3,1695599566678,265265852,136
0.2,,,,,sell,26240.88,BTC-25SEP23-26000-P,31.63,,0.00120991,0.0009,3,1695599519706,265265747,98
0.2,,,,,sell,26212.81,BTC-6OCT23-28000-C,34.02,,0.00412575,0.0043,0,1695599514384,265265642,395
0.5,,,,,sell,26206.8,BTC-27SEP23-26250-P,28.04,,0.0103396,0.01,1,1695599504865,265265611,42
0.1,,,,,buy,26210.64,BTC-6OCT23-25000-P,35.77,,0.00838547,0.008,2,1695599495122,265265591,149
3.0,,,,,sell,26213.09,BTC-6OCT23-26500-C,30.76,,0.01714249,0.017,2,1695599494053,265265584,326
0.3,,,,,sell,26223.23,BTC-27SEP23-26000-P,29.95,,0.00625847,0.006,1,1695599483689,265265566,44
5.0,,,,,sell,26224.74,BTC-27OCT23-29000-C,37.74,,0.01257933,0.0125,2,1695599463780,265265544,1447
0.2,,,,,buy,26232.91,BTC-29SEP23-26000-P,31.69,,0.00998769,0.01,0,1695599459382,265265512,4865
0.4,,,,,buy,26233.15,BTC-27OCT23-26000-P,33.97,,0.03485572,0.0345,0,1695599453370,265265495,1747
0.9,,,,,buy,26249.34,BTC-29SEP23-23000-P,63.24,,0.0006393,0.0007,0,1695599447555,265265422,3383
0.1,,,,,sell,26252.66,BTC-24NOV23-29000-C,38.55,,0.02831475,0.028,2,1695599437027,265265387,424
0.1,,,,,sell,26255.17,BTC-24NOV23-24000-P,40.45,,0.02698998,0.027,1,1695599400894,265265284,453
0.1,,,,,sell,26256.92,BTC-26SEP23-27500-C,46.43,,0.00066351,0.0006,2,1695599207761,265264652,22
1.0,,,,,buy,26263.12,BTC-26SEP23-26750-C,33.97,,0.00212054,0.0021,0,1695599034764,265264443,114
0.1,,,,,sell,26261.9,BTC-13OCT23-29000-C,33.83,,0.0038962,0.0037,2,1695599024133,265264406,117
1.3,,,,,buy,26260.66,BTC-27OCT23-22000-P,47.09,,0.00623895,0.006,1,1695598979308,265264386,784
0.7,,,,,sell,26253.65,BTC-13OCT23-26000-P,31.65,,0.02318683,0.023,2,1695598973612,265264373,75
0.4,,,,,sell,26252.78,BTC-13OCT23-27000-C,30.26,,0.01609467,0.016,2,1695598964564,265264362,170
0.7,,,,,sell,26248.67,BTC-6OCT23-27000-C,31.27,,0.0109925,0.011,3,1695598953924,265264343,391
1.0,,,,,sell,26248.0,BTC-29SEP23-26500-C,30.42,,0.00921785,0.009,3,1695598908101,265264273,2156
0.3,,,,,sell,26258.9,BTC-25SEP23-26250-C,28.73,,0.00371486,0.0037,1,1695598886744,265264255,7
