amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.8,,,0.8,sell,105613.45,BTC-10JUN25-110000-C,34.61,0.0010007,0.0009,1,1749340748304,370522264,18
0.3,,,0.3,buy,105608.94,BTC-27JUN25-100000-P,39.02,0.01411173,0.014,1,1749340671886,370522254,7328
0.1,,,0.1,sell,105619.71,BTC-27JUN25-105000-C,39.26,0.03974516,0.04,2,1749340666517,370522241,7648
0.1,,,0.1,sell,105619.07,BTC-8JUN25-106000-C,21.46,0.00128629,0.0012,2,1749340646467,370522237,359
0.1,,,0.1,sell,105629.36,BTC-27JUN25-108000-C,39.65,0.02735637,0.0275,1,1749340642487,370522232,1108
2.0,,,2.0,sell,105660.76,BTC-27JUN25-120000-C,42.6,0.00523946,0.005,2,1749340581575,370522219,8813
0.4,,,0.4,buy,105673.43,BTC-10JUN25-100000-P,42.3,0.00063709,0.0007,0,1749340559670,370522216,32
0.1,,,0.1,sell,105675.09,BTC-20JUN25-99000-P,38.82,0.00652274,0.0065,0,1749340527050,370522213,140
0.1,,,0.1,buy,105675.09,BTC-10JUN25-104000-P,33.31,0.0041689,0.0044,0,1749340526893,370522212,54
0.1,,,0.1,sell,105664.47,BTC-8JUN25-106500-C,23.58,0.00054717,0.0005,3,1749340512167,370522205,41
1.0,,,1.0,sell,105667.3,BTC-13JUN25-98000-P,40.26,0.00136761,0.0012,3,1749340505869,370522203,1074
2.0,,,2.0,sell,105660.53,BTC-20JUN25-113000-C,38.58,0.00734552,0.007,2,1749340424558,370522181,238
0.5,,,0.5,sell,105661.28,BTC-13JUN25-101000-P,37.34,0.00372019,0.0036,3,1749340383169,370522180,426
0.1,,,0.1,sell,105665.41,BTC-10JUN25-94000-P,59.41,0.00017963,0.0001,3,1749340372009,370522178,9
0.1,,,0.1,sell,105660.67,BTC-13JUN25-109000-C,36.56,0.00671377,0.0065,3,1749340341446,370522173,682
0.2,,,0.2,sell,105675.43,BTC-13JUN25-111000-C,36.87,0.00341916,0.0032,2,1749340209680,370522155,713
0.6,,,0.6,sell,105667.45,BTC-8JUN25-105000-P,24.29,0.00083243,0.0008,2,1749340180487,370522153,404
0.1,,,0.1,sell,105649.75,BTC-10JUN25-109000-C,33.63,0.0017199,0.0017,2,1749340089076,370522128,49
0.3,,,0.3,buy,105662.88,BTC-9JUN25-105000-P,26.56,0.00386764,0.0037,1,1749339915277,370522113,100
2.0,,,2.0,buy,105658.27,BTC-13JUN25-102000-P,37.64,0.005194,0.0055,0,1749339898061,370522104,748
0.1,,,0.1,sell,105638.64,BTC-13JUN25-108000-C,36.43,0.00912453,0.009,2,1749339783347,370522082,690
0.3,,,0.3,sell,105624.84,BTC-20JUN25-85000-P,56.59,0.00054346,0.0006,0,1749339659873,370522031,151
0.2,,,0.2,sell,105624.88,BTC-27JUN25-125000-C,44.68,0.00252452,0.0025,3,1749339649196,370522028,4998
0.1,,,0.1,sell,105637.24,BTC-27JUN25-102000-C,39.1,0.05638719,0.0565,2,1749339593173,370522018,841
0.1,,,0.1,buy,105654.03,BTC-13JUN25-105000-P,36.69,0.01411022,0.0145,1,1749339494110,370521954,622
0.1,,,0.1,sell,105653.6,BTC-25JUL25-125000-C,44.29,0.01415643,0.014,2,1749339480450,370521952,786
1.0,,,1.0,buy,105639.56,BTC-13JUN25-95000-P,50.01,0.0007644,0.0009,0,1749339289086,370521911,1203
0.2,,,0.2,sell,105639.83,BTC-13JUN25-125000-C,53.13,0.00014103,0.0001,3,1749339287303,370521910,197
0.4,,,0.4,buy,105654.33,BTC-26SEP25-95000-P,44.63,0.04514569,0.045,3,1749339236196,370521877,2417
0.2,,,0.2,buy,105653.21,BTC-13JUN25-110000-C,37.91,0.00467774,0.005,0,1749339214752,370521869,1087
0.1,,,0.1,sell,105665.01,BTC-27JUN25-115000-C,41.22,0.01059237,0.0105,2,1749339165530,370521834,6305
0.2,,,0.2,buy,105670.08,BTC-25JUL25-92000-P,43.54,0.01405864,0.014,1,1749339137737,370521792,889
0.1,,,0.1,sell,105670.08,BTC-25JUL25-122000-C,43.91,0.01794253,0.018,1,1749339137727,370521791,280
7.0,,,7.0,sell,105670.08,BTC-26SEP25-130000-C,46.35,0.03704682,0.037,2,1749339137672,370521788,1994
0.1,,,0.1,buy,105698.73,BTC-8JUN25-103500-P,34.53,0.0001221,0.0001,3,1749339117434,370521750,86
0.1,,,0.1,sell,105752.07,BTC-26SEP25-180000-C,52.41,0.00596522,0.0055,3,1749339028383,370521676,1074
0.1,,,0.1,sell,105737.63,BTC-9JUN25-110000-C,33.15,0.00027754,0.0002,3,1749338884115,370521660,30
0.2,,,0.2,sell,105737.63,BTC-9JUN25-109000-C,31.79,0.00057228,0.0005,2,1749338884110,370521658,34
0.3,,,0.3,buy,105743.73,BTC-27JUN25-110000-C,40.6,0.02145577,0.022,3,1749338802958,370521638,11506
1.0,,,1.0,buy,105744.34,BTC-20JUN25-112000-C,39.54,0.00912384,0.0095,0,1749338789487,370521615,213
0.1,,,0.1,sell,105736.51,BTC-26DEC25-65000-P,54.07,0.01428411,0.014,3,1749338783725,370521614,797
1.0,,,1.0,buy,105736.98,BTC-20JUN25-108000-C,38.19,0.01930018,0.0195,3,1749338779860,370521602,330
0.8,,,0.8,buy,105733.42,BTC-9JUN25-106000-C,27.19,0.00522463,0.0055,1,1749338768994,370521593,145
1.0,,,1.0,sell,105733.72,BTC-9JUN25-105000-C,28.42,0.01067284,0.011,2,1749338764555,370521591,89
1.0,,,1.0,sell,105729.91,BTC-9JUN25-104000-C,31.29,0.01819365,0.0185,0,1749338759619,370521588,57
0.1,,,0.1,buy,105727.96,BTC-29AUG25-60000-P,61.88,0.00213102,0.002,3,1749338755459,370521580,56
0.2,,,0.2,buy,105717.6,BTC-20JUN25-106000-C,37.53,0.02701431,0.027,3,1749338748598,370521577,367
1.0,,,1.0,sell,105716.8,BTC-8JUN25-105000-C,29.06,0.00768439,0.008,2,1749338742555,370521570,493
0.5,,,0.5,sell,105671.65,BTC-8JUN25-104000-P,33.79,0.00024199,0.0003,1,1749338716734,370521533,485
3.0,,,3.0,buy,105682.57,BTC-26DEC25-70000-P,52.2,0.01859554,0.019,0,1749338715235,370521525,1334
0.9,,,0.9,buy,105701.29,BTC-25JUL25-80000-P,50.38,0.00384628,0.0039,2,1749338713419,370521523,771
1.9,,,1.9,sell,105701.29,BTC-27JUN25-130000-C,47.83,0.00154701,0.0015,3,1749338713310,370521511,5029
0.2,,,0.2,buy,105701.29,BTC-20JUN25-106000-P,37.2,0.02819613,0.028,0,1749338713153,370521487,117
0.9,,,0.9,buy,105727.12,BTC-13JUN25-103000-P,35.69,0.00700957,0.007,3,1749338710289,370521463,529
0.1,,,0.1,sell,105740.36,BTC-20JUN25-105000-C,37.73,0.0317965,0.032,0,1749338646151,370521412,327
0.1,,,0.1,buy,105792.1,BTC-27JUN25-101000-P,39.32,0.01638613,0.0165,0,1749338549756,370521354,439
0.1,,,0.1,sell,105792.69,BTC-25JUL25-100000-P,42.0,0.03315464,0.033,0,1749338532538,370521353,3106
0.1,,,0.1,buy,105788.12,BTC-10JUN25-107000-C,31.39,0.00522694,0.0055,0,1749338462895,370521348,63
0.1,,,0.1,buy,105788.12,BTC-10JUN25-105000-P,32.55,0.00655496,0.007,1,1749338462587,370521347,52
0.1,,,0.1,sell,105787.84,BTC-27JUN25-109000-C,39.55,0.02469393,0.0245,0,1749338458844,370521339,129
1.0,,,1.0,sell,105774.84,BTC-26SEP25-200000-C,56.67,0.00361759,0.0037,0,1749338387529,370521333,4016
0.3,,,0.3,sell,105774.1,BTC-25JUL25-85000-P,47.1,0.00637888,0.0065,1,1749338274514,370521324,2375
0.4,,,0.4,sell,105773.1,BTC-10JUN25-96000-P,50.06,0.00021032,0.0001,3,1749338269012,370521320,4
0.3,,,0.3,sell,105772.32,BTC-29AUG25-85000-P,46.09,0.01476464,0.0145,3,1749338251529,370521319,124
