amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.1,,,,sell,26854.14,BTC-17OCT23-25500-P,36.27,,0.00049223,0.0004,1,1697327981022,266700017,11
1.7,,,,buy,26854.18,BTC-3NOV23-27000-C,31.37,,0.02763716,0.0275,1,1697327964515,266700016,147
10.0,,,,sell,26854.22,BTC-17OCT23-25000-P,42.5,,0.0002466,0.0002,2,1697327960440,266700015,6
0.8,,,,buy,26854.69,BTC-17OCT23-26750-C,25.48,,0.01060117,0.0105,0,1697327940487,266700012,8
0.4,,,,buy,26862.33,BTC-24NOV23-29000-C,33.5,,0.01796305,0.018,3,1697327706470,266700002,1825
0.2,,,,sell,26862.65,BTC-29DEC23-33000-C,42.04,,0.01677479,0.0165,2,1697327699352,266700001,1826
0.1,,,,sell,26862.68,BTC-27OCT23-31000-C,42.05,,0.00116457,0.0011,2,1697327628325,266700000,2199
1.1,,,,sell,26860.83,BTC-15OCT23-27250-C,29.06,,0.00029609,0.0002,3,1697327477951,266699999,312
0.1,,,,sell,26861.67,BTC-3NOV23-26500-C,32.26,,0.03816062,0.038,1,1697326939154,266699978,24
3.2,,,,sell,26862.09,BTC-24NOV23-22000-P,46.32,,0.0059978,0.006,0,1697326833491,266699972,724
1.1,,,,buy,26862.09,BTC-24NOV23-21000-P,49.94,,0.00410677,0.0042,0,1697326833459,266699971,500
1.0,,,,sell,26859.76,BTC-15OCT23-28000-C,61.59,,0.00015197,0.0001,3,1697326666823,266699954,228
0.2,,,,sell,26862.28,BTC-27OCT23-28500-C,32.36,,0.00574107,0.0055,2,1697326515853,266699913,1067
1.0,,,,buy,26865.51,BTC-29DEC23-28000-C,35.71,,0.05003116,0.0505,0,1697326379076,266699898,2063
0.1,,,,sell,26865.46,BTC-24NOV23-30000-C,34.93,,0.01244088,0.012,2,1697326352261,266699897,1603
1.0,,,,sell,26865.41,BTC-29DEC23-27000-P,35.9,,0.06225106,0.063,0,1697326343345,266699896,1779
0.7,,,,buy,26866.15,BTC-27OCT23-21000-P,64.61,,0.00059217,0.0007,1,1697325877822,266699890,808
