amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
3.3,,,,buy,29181.41,BTC-4AUG23-29000-P,22.94,,0.00076052,0.0006,3,1691107171609,262071971,1606
5.0,,,,sell,29182.28,BTC-5AUG23-30500-C,38.79,,0.00037563,0.0003,3,1691107165337,262071956,64
4.1,,,,buy,29181.94,BTC-5AUG23-29000-P,25.2,,0.00348698,0.0032,3,1691107143826,262071953,74
50.0,BLOCK-88309,2,BTC-CDIAG-29DEC23_25AUG23-36000_31000,sell,29182.17,BTC-29DEC23-36000-C,44.84,,0.04863921,0.0484,2,1691107096766,262071949,353
50.0,BLOCK-88309,2,BTC-CDIAG-29DEC23_25AUG23-36000_31000,buy,29182.17,BTC-25AUG23-31000-C,33.78,,0.01202351,0.0121,2,1691107096766,262071948,2946
0.4,,,,sell,29183.15,BTC-11AUG23-27500-P,33.37,,0.00220362,0.0021,3,1691107075456,262071939,196
2.0,,,,buy,29182.59,BTC-29SEP23-25000-P,38.93,,0.0097719,0.01,1,1691107052641,262071936,1464
1.0,,,,sell,29183.9,BTC-29SEP23-30000-C,34.89,,0.04700657,0.047,1,1691107022118,262071913,2623
0.1,,,,sell,29199.33,BTC-4AUG23-30000-C,47.96,,0.00028905,0.0002,3,1691106798169,262071757,2484
0.1,,,,sell,29206.89,BTC-4AUG23-28750-P,28.11,,0.00024677,0.0001,3,1691106740982,262071730,133
1.0,,,,sell,29212.56,BTC-29SEP23-38000-C,44.35,,0.00703935,0.0065,2,1691106391436,262071629,950
18.8,,,,sell,29211.92,BTC-29SEP23-37000-C,43.73,,0.00854936,0.0085,2,1691106390531,262071623,872
0.5,,,,sell,29210.97,BTC-11AUG23-28000-P,31.51,,0.00366098,0.0037,0,1691106387497,262071622,306
0.1,,,,buy,29208.13,BTC-29SEP23-27000-P,35.5,,0.02111,0.021,2,1691106379333,262071611,1225
0.6,,,,sell,29208.02,BTC-18AUG23-29500-C,30.74,,0.02110869,0.021,0,1691106374092,262071609,395
1.0,,,,buy,29208.1,BTC-25AUG23-36000-C,46.68,,0.00180461,0.0017,2,1691106365319,262071608,2031
0.1,,,,buy,29208.63,BTC-6AUG23-30500-C,32.78,,0.00061308,0.0006,2,1691106357336,262071596,6
0.3,,,,sell,29208.63,BTC-29SEP23-40000-C,47.86,,0.00516464,0.0049,0,1691106357321,262071595,3167
1.1,,,,sell,29201.6,BTC-18AUG23-28000-P,31.61,,0.00846109,0.0085,3,1691106242298,262071585,107
1.1,,,,sell,29207.47,BTC-18AUG23-30500-C,32.37,,0.01076494,0.0105,2,1691106093712,262071561,219
0.4,,,,sell,29206.02,BTC-4AUG23-30000-P,52.81,,0.0269265,0.027,1,1691105992063,262071559,483
1.4,,,,sell,29204.61,BTC-11AUG23-30500-C,33.11,,0.00531217,0.005,3,1691105988208,262071555,396
0.6,,,,buy,29183.96,BTC-6AUG23-29250-C,23.66,,0.00740353,0.007,3,1691105392592,262071445,24
0.4,,,,buy,29188.87,BTC-4AUG23-29750-C,42.57,,0.00035608,0.0005,0,1691105137751,262071358,130
