amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.6,,,0.6,sell,51545.5,BTC-27FEB24-50000-P,42.66,,0.00361287,0.0033,0,1708818843488,285481848,18
0.1,,,0.1,sell,51542.21,BTC-26FEB24-51500-P,31.6,,0.00699755,0.007,3,1708818743959,285481826,41
1.0,,,1.0,buy,51551.24,BTC-26FEB24-48000-P,55.92,,0.00024062,0.0002,2,1708818716468,285481796,56
0.1,,,0.1,sell,51552.45,BTC-8MAR24-55000-C,51.48,,0.01536897,0.0155,0,1708818547518,285481794,640
1.3,,,1.3,sell,51562.33,BTC-26FEB24-51500-C,32.01,,0.00854741,0.0085,2,1708818435829,285481763,63
0.5,,,0.5,sell,51553.92,BTC-1MAR24-44000-P,63.89,,0.00060301,0.0005,2,1708818370163,285481736,621
0.1,,,0.1,sell,51550.97,BTC-1MAR24-56000-C,54.39,,0.00369843,0.0036,1,1708818343644,285481735,1290
0.3,,,0.3,buy,51581.79,BTC-1MAR24-46000-P,56.61,,0.00134337,0.0012,3,1708818253347,285481683,1021
5.0,,,5.0,sell,51583.9,BTC-27FEB24-47500-P,53.27,,0.00052906,0.0004,2,1708818240265,285481681,6
0.5,,,0.5,sell,51584.35,BTC-27FEB24-46000-P,63.7,,0.00020292,0.0002,2,1708818230129,285481678,15
1.0,,,1.0,sell,51581.72,BTC-27FEB24-47000-P,58.91,,0.00041549,0.0004,3,1708818196577,285481676,28
1.0,,,1.0,buy,51580.59,BTC-25FEB24-50750-P,31.98,,0.00017833,0.0002,2,1708817966685,285481614,119
0.6,,,0.6,buy,51582.24,BTC-25FEB24-51250-P,26.75,,0.00079077,0.001,0,1708817947986,285481612,39
0.1,,,0.1,sell,51584.34,BTC-25FEB24-51000-P,28.62,,0.00035314,0.0004,1,1708817913637,285481610,476
0.1,,,0.1,sell,51619.02,BTC-25FEB24-51500-P,25.62,,0.00202878,0.0021,0,1708817814773,285481548,108
0.1,,,0.1,sell,51611.7,BTC-25FEB24-52250-C,25.22,,0.0003561,0.0002,1,1708817739009,285481488,1
