amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
12.3,,,,,buy,26326.72,BTC-18JUN23-27500-C,49.25,0.00070552,0.001,1,1686959829165,258302457,73
3.7,,,,,sell,26327.01,BTC-18JUN23-27000-C,36.67,0.00140652,0.0015,3,1686959766001,258302454,89
0.1,,,,,buy,26327.01,BTC-18JUN23-26500-P,27.03,0.01054096,0.01,0,1686959765849,258302452,84
0.1,,,,,buy,26327.68,BTC-19JUN23-26500-P,29.16,0.01290347,0.0125,1,1686959714133,258302370,115
0.1,,,,,sell,26327.93,BTC-17JUN23-26000-P,33.16,0.00089468,0.0005,2,1686959689599,258302369,77
0.1,,,,,buy,26326.49,BTC-19JUN23-25500-P,37.09,0.00175431,0.002,3,1686959621478,258302368,43
0.1,,,,,sell,26327.9,BTC-18JUN23-26250-C,30.03,0.00834668,0.009,2,1686959596615,258302366,175
0.2,,,,,sell,26324.37,BTC-30JUN23-28500-C,42.0,0.00766947,0.0075,3,1686959585171,258302339,445
0.1,,,,,sell,26322.1,BTC-17JUN23-26750-C,39.18,0.00066526,0.0005,3,1686959575247,258302337,191
0.8,,,,,sell,26322.11,BTC-17JUN23-26500-C,27.18,0.00136619,0.001,3,1686959515160,258302326,253
1.0,,,,,sell,26325.93,BTC-23JUN23-26000-P,38.1,0.013857,0.0135,3,1686959411849,258302304,832
0.5,,,,,sell,26325.53,BTC-23JUN23-30000-C,53.4,0.00115768,0.001,3,1686959401238,258302303,543
0.1,,,,,sell,26325.79,BTC-30JUN23-28000-C,40.22,0.01045589,0.01,2,1686959393593,258302302,4494
2.0,,,,,sell,26329.91,BTC-18JUN23-25500-P,39.97,0.00123851,0.001,3,1686959184780,258302189,92
2.0,,,,,sell,26330.03,BTC-18JUN23-25250-P,41.98,0.00072971,0.0005,2,1686959177562,258302188,100
0.5,,,,,sell,26331.08,BTC-23JUN23-23000-P,57.69,0.00123838,0.001,2,1686959159188,258302182,406
0.1,,,,,buy,26330.51,BTC-28JUL23-30000-P,43.38,0.15120218,0.151,2,1686959080777,258302028,27
0.1,,,,,sell,26330.82,BTC-30JUN23-30000-P,49.81,0.14028132,0.141,2,1686959064330,258302009,568
1.0,,,,,buy,26329.91,BTC-17JUN23-26250-C,25.94,0.00565035,0.005,2,1686958901357,258301759,204
0.2,,,,,buy,26328.86,BTC-18JUN23-25000-P,49.67,0.0005087,0.0005,3,1686958648968,258301683,47
0.2,,,,,sell,26338.15,BTC-25AUG23-30000-C,42.74,0.03033404,0.03,3,1686958559039,258301637,432
0.5,,,,,sell,26337.15,BTC-30JUN23-26500-P,39.15,0.03211763,0.032,0,1686958449647,258301588,229
0.3,,,,,buy,26335.98,BTC-28JUL23-20000-P,59.67,0.00631885,0.0065,3,1686958378552,258301585,458
0.1,,,,,sell,26318.85,BTC-17JUN23-26500-P,34.39,0.00835548,0.0085,2,1686958105206,258301543,33
0.1,,,,,buy,26317.76,BTC-29SEP23-28000-P,43.03,0.1235584,0.1235,1,1686958022470,258301523,226
0.1,,,,,buy,26323.55,BTC-23JUN23-25500-P,40.84,0.00850585,0.0085,3,1686958015724,258301506,822
0.1,,,,,buy,26329.34,BTC-7JUL23-35000-C,56.83,0.00087914,0.001,1,1686957985161,258301482,6
0.5,,,,,sell,26327.39,BTC-25AUG23-27000-C,41.03,0.06392736,0.063,2,1686957970840,258301459,292
0.1,,,,,sell,26342.09,BTC-30JUN23-25000-P,42.78,0.01209711,0.012,3,1686957959593,258301425,3513
0.4,,,,,sell,26357.44,BTC-17JUN23-26250-P,29.95,0.00230332,0.002,2,1686957900402,258301366,111
0.6,,,,,sell,26357.77,BTC-19JUN23-27500-C,36.06,0.0011851,0.001,2,1686957898478,258301365,19
9.1,,,,,buy,26357.44,BTC-17JUN23-25250-C,0.0,0.04220046,0.042,1,1686957888778,258301364,125
0.2,,,,,sell,26358.02,BTC-18JUN23-26500-C,29.69,0.00497114,0.005,3,1686957880675,258301361,122
2.0,,,,,buy,26351.31,BTC-17JUN23-25750-C,31.01,0.02328243,0.023,3,1686957742247,258301331,308
0.1,,,,,buy,26352.97,BTC-30JUN23-34000-C,64.04,0.00054827,0.001,1,1686957552044,258301302,1648
0.5,,,,,buy,26353.03,BTC-30JUN23-36000-C,69.13,0.00045259,0.0005,3,1686957516855,258301300,1083
0.1,,,,,buy,26351.55,BTC-29SEP23-30000-C,43.55,0.04791365,0.0475,1,1686957477070,258301298,1490
12.6,BLOCK-79368,3,BTC-CBUT-18JUN23-25750_26000_26250,,sell,26351.55,BTC-18JUN23-26000-C,30.31,0.01604746,0.0162,2,1686957477048,258301295,136
6.3,BLOCK-79368,3,BTC-CBUT-18JUN23-25750_26000_26250,,buy,26351.55,BTC-18JUN23-25750-C,37.79,0.0247087,0.0251,2,1686957477048,258301297,136
0.2,,,,,sell,26351.52,BTC-18JUN23-26750-C,31.4,0.00235383,0.0025,0,1686957473222,258301294,9
0.2,,,,,buy,26351.52,BTC-19JUN23-27000-C,34.03,0.00278713,0.003,0,1686957472905,258301293,72
0.1,,,,,sell,26350.15,BTC-28JUL23-30000-C,43.58,0.0171851,0.017,1,1686957400877,258301291,1539
0.1,,,,,sell,26351.56,BTC-19JUN23-26250-C,31.2,0.01188682,0.0125,3,1686957365778,258301286,151
3.6,,,,,buy,26349.52,BTC-18JUN23-25500-C,43.3,0.0338486,0.034,1,1686957306758,258301274,111
0.1,,,,,buy,26351.35,BTC-30JUN23-26500-C,39.42,0.02839703,0.0285,0,1686957191454,258301267,529
0.1,,,,,sell,26351.28,BTC-23JUN23-28000-C,42.68,0.00478254,0.0045,3,1686957112617,258301264,907
0.1,,,,,sell,26352.08,BTC-30JUN23-27500-C,39.55,0.01473795,0.0145,3,1686957006744,258301257,975
24.0,,,,,sell,26352.91,BTC-23JUN23-27500-C,41.56,0.00773003,0.0075,1,1686956949213,258301253,1231
6.4,,,,,sell,26356.35,BTC-23JUN23-26500-C,39.03,0.01935381,0.019,3,1686956748754,258301180,1517
6.5,,,,,buy,26357.04,BTC-17JUN23-25500-C,0.0,0.03289821,0.0325,2,1686956732425,258301161,240
0.2,,,,,buy,26359.28,BTC-23JUN23-27000-C,40.03,0.0121287,0.012,1,1686956708064,258301135,1523
0.8,,,,,buy,26353.63,BTC-23JUN23-26500-P,39.02,0.02292539,0.0225,3,1686956632935,258301076,400
0.2,,,,,buy,26364.05,BTC-23JUN23-26000-C,40.06,0.0293181,0.0295,0,1686956486359,258301042,1306
0.3,,,,,sell,26364.05,BTC-30JUN23-26000-P,40.0,0.02299626,0.023,2,1686956486313,258301041,3506
0.1,,,,,sell,26357.9,BTC-29SEP23-22000-P,48.0,0.03116981,0.031,1,1686956418860,258301032,436
0.1,,,,,sell,26356.49,BTC-29SEP23-35000-C,48.07,0.02138595,0.0215,1,1686956365244,258301008,1557
1.1,,,,,buy,26350.92,BTC-30JUN23-31000-C,52.17,0.0025375,0.0025,3,1686956133212,258300973,3189
0.2,,,,,buy,26360.28,BTC-19JUN23-26250-P,28.76,0.0070679,0.007,3,1686956065392,258300935,119
0.2,,,,,sell,26363.41,BTC-19JUN23-26500-C,31.17,0.00774434,0.008,1,1686956020937,258300934,78
1.0,,,,,buy,26351.46,BTC-18JUN23-26250-P,26.17,0.00479715,0.0045,3,1686955690852,258300854,124
0.1,,,,,buy,26347.53,BTC-30JUN23-22000-P,64.68,0.0031189,0.0035,0,1686955603028,258300842,2375
2.8,,,,,sell,26344.57,BTC-29DEC23-32000-C,47.88,0.07464264,0.074,0,1686955456709,258300787,221
0.1,,,,,buy,26343.29,BTC-29DEC23-26000-P,46.4,0.11938659,0.119,2,1686955360867,258300770,198
0.1,,,,,sell,26343.27,BTC-19JUN23-28000-C,41.44,0.0007189,0.0005,3,1686955258403,258300744,65
0.1,,,,,sell,26341.28,BTC-28JUL23-24000-P,45.38,0.02291005,0.023,3,1686955205004,258300737,921
0.1,,,,,buy,26340.57,BTC-28JUL23-28000-C,41.62,0.03295859,0.033,0,1686955002460,258300675,1028
0.1,,,,,sell,26340.52,BTC-18JUN23-25750-P,30.7,0.00136191,0.001,2,1686955001147,258300673,50
2.0,,,,,sell,26344.23,BTC-30JUN23-29000-C,44.24,0.00611423,0.006,3,1686954309363,258300501,3856
0.3,,,,,sell,26335.96,BTC-7JUL23-22500-P,51.62,0.00551733,0.005,2,1686954224658,258300482,35
1.1,,,,,sell,26342.23,BTC-29DEC23-34000-C,48.43,0.05954577,0.059,0,1686954159202,258300467,133
