amount,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,0.1,sell,67736.32,BTC-4JUN24-67500-P,33.05,,0.00619575,0.006,0,1717372799732,303871230,67
5.0,5.0,buy,67750.12,BTC-4JUN24-69000-C,35.86,,0.00280738,0.0026,2,1717372759414,303871199,91
7.6,7.6,buy,67756.16,BTC-4JUN24-68500-C,34.78,,0.00450793,0.0043,3,1717372736667,303871192,90
4.9,4.9,sell,67756.45,BTC-7JUN24-78000-C,56.93,,0.00038246,0.0003,3,1717372670209,303871188,642
1.7,1.7,sell,67757.89,BTC-7JUN24-80000-C,62.47,,0.00028175,0.0002,1,1717372656442,303871184,559
0.1,0.1,sell,67754.61,BTC-3JUN24-65500-P,53.19,,0.00013266,0.0001,3,1717372545542,303871172,95
1.0,1.0,buy,67756.02,BTC-14JUN24-66000-C,43.53,,0.04806712,0.048,2,1717372504328,303871167,248
0.1,0.1,buy,67760.02,BTC-3JUN24-68000-P,29.53,,0.00563086,0.0055,1,1717372399263,303871101,113
1.0,1.0,buy,67761.82,BTC-28JUN24-65000-C,48.18,,0.07940218,0.079,2,1717372386821,303871090,5310
0.1,0.1,buy,67753.01,BTC-26JUL24-82000-C,55.3,,0.02743184,0.0275,3,1717372372823,303871088,232
0.1,0.1,buy,67757.3,BTC-14JUN24-72000-C,44.84,,0.0114456,0.0115,2,1717372359254,303871086,565
0.1,0.1,buy,67760.52,BTC-28JUN24-30000-P,115.35,,0.00020968,0.0002,3,1717372353695,303871072,1004
0.1,0.1,buy,67787.32,BTC-7JUN24-73000-C,45.35,,0.00163299,0.0017,2,1717372237344,303871021,936
0.1,0.1,sell,67795.83,BTC-3JUN24-67500-P,27.04,,0.0018951,0.0015,3,1717372168379,303870980,194
0.1,0.1,sell,67795.83,BTC-3JUN24-68000-C,27.18,,0.00253739,0.0021,2,1717372168361,303870979,252
0.5,0.5,sell,67803.26,BTC-28JUN24-100000-C,64.14,,0.00103164,0.0009,2,1717372105993,303870976,3801
0.1,0.1,buy,67795.31,BTC-3JUN24-67000-P,29.83,,0.00056051,0.0004,3,1717372048628,303870952,187
0.1,0.1,sell,67798.31,BTC-3JUN24-68500-C,32.38,,0.00094888,0.0008,3,1717372040030,303870948,244
0.3,0.3,buy,67786.45,BTC-5JUN24-67000-P,37.42,,0.00637698,0.0065,3,1717372022035,303870918,31
0.3,0.3,buy,67792.08,BTC-14JUN24-68000-C,43.5,,0.03144779,0.0315,2,1717371971510,303870861,384
1.1,1.1,sell,67822.25,BTC-3JUN24-70000-C,48.81,,0.00016765,0.0001,3,1717371845615,303870797,180
0.6,0.6,buy,67819.18,BTC-14JUN24-73000-C,45.45,,0.00892888,0.009,3,1717371816481,303870793,496
0.1,0.1,sell,67822.33,BTC-7JUN24-52000-P,91.83,,4.891e-05,0.0001,3,1717371790432,303870776,158
1.0,1.0,sell,67824.27,BTC-5JUN24-62000-P,51.94,,0.00021905,0.0002,3,1717371777266,303870773,4
0.3,0.3,buy,67823.79,BTC-14JUN24-69000-C,43.5,,0.02507424,0.025,3,1717371773090,303870771,417
1.0,1.0,sell,67831.58,BTC-4JUN24-63000-P,57.72,,0.0002456,0.0002,2,1717371765176,303870756,32
0.3,0.3,buy,67832.53,BTC-21JUN24-74000-C,47.22,,0.01452946,0.0145,3,1717371734492,303870755,83
0.1,0.1,sell,67845.15,BTC-21JUN24-80000-C,49.87,,0.00458478,0.0044,0,1717371535845,303870714,69
0.2,0.2,sell,67844.93,BTC-7JUN24-64000-P,43.11,,0.00219534,0.0021,3,1717371516843,303870711,679
0.5,0.5,buy,67844.1,BTC-4JUN24-67000-P,35.94,,0.00347792,0.0036,1,1717371472057,303870631,92
0.3,0.3,sell,67831.34,BTC-4JUN24-66000-P,37.75,,0.00132165,0.0012,2,1717371406211,303870573,61
0.3,0.3,sell,67829.91,BTC-3JUN24-66500-P,33.21,,0.00020503,0.0001,3,1717371368602,303870566,163
1.0,1.0,sell,67831.61,BTC-14JUN24-54000-P,63.78,,0.00073149,0.0007,2,1717371347928,303870563,124
0.1,0.1,buy,67824.65,BTC-28JUN24-58000-P,51.41,,0.00652424,0.0065,3,1717371325396,303870559,1825
0.3,0.3,buy,67840.24,BTC-5JUN24-69500-C,38.48,,0.00416677,0.0042,2,1717371240148,303870528,28
5.7,5.7,buy,67837.55,BTC-28JUN24-47000-P,69.65,,0.001004,0.0011,0,1717371235281,303870503,506
2.0,2.0,sell,67827.48,BTC-4JUN24-68000-C,34.26,,0.0077919,0.0075,3,1717371224437,303870501,61
0.1,0.1,buy,67823.93,BTC-5JUN24-64500-P,42.09,,0.00095055,0.0009,3,1717371157714,303870494,6
0.7,0.7,buy,67853.03,BTC-21JUN24-76000-C,48.32,,0.00999463,0.01,3,1717371121262,303870458,73
0.3,0.3,buy,67859.23,BTC-5JUN24-66500-P,38.3,,0.004213,0.0043,3,1717371062780,303870443,16
1.0,1.0,buy,67850.3,BTC-28JUN24-48000-P,66.29,,0.00105078,0.0011,0,1717370988897,303870427,910
0.1,0.1,buy,67845.34,BTC-27SEP24-75000-C,60.18,,0.11085421,0.1125,0,1717370910746,303870420,1687
1.0,1.0,buy,67845.59,BTC-28JUN24-53000-P,57.39,,0.00225541,0.0024,3,1717370905012,303870419,968
0.1,0.1,buy,67847.23,BTC-27SEP24-70000-P,59.84,,0.124498,0.126,0,1717370902549,303870418,596
0.4,0.4,buy,67847.53,BTC-28JUN24-65000-P,48.74,,0.0280607,0.028,3,1717370899689,303870417,2494
0.5,0.5,sell,67847.76,BTC-5JUN24-73000-C,49.74,,0.00065459,0.0006,3,1717370762631,303870360,17
0.1,0.1,buy,67845.83,BTC-5JUN24-68000-C,37.09,,0.01152791,0.0115,1,1717370745232,303870358,25
0.3,0.3,buy,67849.64,BTC-21JUN24-66000-P,46.24,,0.02562529,0.0255,1,1717370506588,303870245,98
0.3,0.3,sell,67842.08,BTC-21JUN24-72000-C,46.69,,0.02184326,0.0215,3,1717370427690,303870196,62
0.1,0.1,sell,67845.51,BTC-26JUL24-58000-P,54.37,,0.0206889,0.0205,0,1717370422680,303870195,256
0.1,0.1,sell,67857.68,BTC-5JUN24-70500-C,41.35,,0.00221299,0.0023,3,1717370247710,303870147,20
0.1,0.1,buy,67847.38,BTC-30AUG24-66000-P,56.83,,0.07976586,0.08,1,1717370232485,303870143,45
0.1,0.1,sell,67862.42,BTC-5JUN24-70000-C,38.19,,0.00308975,0.0028,2,1717370125704,303870091,13
2.0,2.0,sell,67862.91,BTC-14JUN24-74000-C,44.89,,0.0069953,0.0065,3,1717370119151,303870089,296
0.5,0.5,sell,67861.57,BTC-28JUN24-66000-P,48.76,,0.03367899,0.0335,2,1717370087713,303870061,425
0.1,0.1,sell,67864.19,BTC-7JUN24-68000-P,40.84,,0.01740621,0.0175,1,1717370010155,303870051,953
0.4,0.4,sell,67866.41,BTC-7JUN24-68500-C,40.32,,0.01458976,0.0145,0,1717369980430,303870044,14
0.5,0.5,buy,67847.23,BTC-14JUN24-67000-P,43.56,,0.02268819,0.0225,2,1717369931622,303870018,623
0.3,0.3,buy,67852.93,BTC-7JUN24-67000-P,40.43,,0.01109113,0.011,2,1717369915174,303870012,1031
1.0,1.0,buy,67859.48,BTC-4JUN24-70000-C,41.71,,0.00129984,0.0015,0,1717369838878,303869960,59
0.5,0.5,sell,67867.43,BTC-28JUN24-72000-C,49.28,,0.03204176,0.032,1,1717369806347,303869947,764
1.0,1.0,sell,67867.15,BTC-4JUN24-72000-C,51.3,,0.00043607,0.0004,3,1717369792613,303869942,29
0.1,0.1,buy,67868.68,BTC-5JUN24-66000-P,38.92,,0.00293457,0.0029,2,1717369766517,303869933,11
0.4,0.4,buy,67872.22,BTC-4JUN24-68000-P,34.65,,0.00912859,0.009,2,1717369714366,303869896,20
0.1,0.1,buy,67880.61,BTC-28JUN24-68000-C,49.07,,0.05603168,0.056,2,1717369682868,303869864,776
0.3,0.3,sell,67891.37,BTC-7JUN24-74000-C,46.36,,0.00122915,0.0011,2,1717369672233,303869859,1255
1.4,1.4,sell,67884.48,BTC-7JUN24-58000-P,68.34,,0.00033371,0.0004,0,1717369662520,303869855,300
0.1,0.1,buy,67889.36,BTC-30AUG24-82000-C,58.23,,0.05738716,0.0575,1,1717369633653,303869842,34
2.0,2.0,buy,67892.19,BTC-4JUN24-73000-C,58.03,,0.00020482,0.0003,0,1717369626473,303869811,21
0.1,0.1,buy,67931.95,BTC-5JUN24-68000-P,36.56,,0.01174225,0.0115,2,1717369440834,303869745,8
0.1,0.1,buy,67930.39,BTC-28JUN24-70000-C,49.43,,0.04324939,0.0435,1,1717369339426,303869717,7221
0.1,0.1,buy,67930.03,BTC-28JUN24-90000-C,57.96,,0.00260783,0.0027,1,1717369318701,303869701,3596
0.1,0.1,buy,67904.89,BTC-28JUN24-78000-C,50.8,,0.01307808,0.013,1,1717369250284,303869636,816
0.3,0.3,buy,67896.03,BTC-30AUG24-61000-P,56.82,,0.05044593,0.0505,2,1717369234780,303869611,20
0.1,0.1,buy,67892.74,BTC-21JUN24-68000-C,46.71,,0.04503449,0.045,3,1717369222824,303869608,145
0.1,0.1,buy,67892.93,BTC-26JUL24-70000-C,53.53,,0.07748024,0.0775,2,1717369212931,303869601,577
0.1,0.1,buy,67893.93,BTC-26JUL24-69000-C,53.49,,0.08403524,0.084,0,1717369211759,303869600,302
0.1,0.1,buy,67893.26,BTC-21JUN24-70000-C,46.85,,0.03216999,0.032,3,1717369203527,303869582,91
0.1,0.1,sell,67872.8,BTC-14JUN24-62000-P,46.41,,0.00501809,0.0047,2,1717369046120,303869528,329
0.6,0.6,sell,67870.08,BTC-28JUN24-68000-P,49.15,,0.04687217,0.047,2,1717369035008,303869502,701
0.5,0.5,buy,67857.61,BTC-27DEC24-65000-C,63.79,,0.24205323,0.242,0,1717368969085,303869469,463
0.1,0.1,buy,67846.54,BTC-26JUL24-95000-C,58.7,,0.00944069,0.0095,2,1717368744190,303869371,323
1.0,1.0,buy,67847.19,BTC-3JUN24-69500-C,41.38,,0.00021348,0.0002,0,1717368740052,303869369,140
0.1,0.1,buy,67847.17,BTC-27DEC24-70000-C,64.12,,0.21035743,0.2105,0,1717368721679,303869364,957
0.1,0.1,sell,67859.5,BTC-28JUN24-60000-P,50.04,,0.01016091,0.01,2,1717368452627,303869240,5307
0.3,0.3,sell,67869.35,BTC-21JUN24-67000-P,46.87,,0.03178415,0.032,2,1717368172556,303868947,97
0.1,0.1,sell,67876.45,BTC-4JUN24-71000-C,42.34,,0.00066958,0.0005,0,1717367859603,303868731,22
0.1,0.1,sell,67903.21,BTC-5JUN24-72000-C,44.58,,0.00103888,0.0009,2,1717367828065,303868677,8
1.0,1.0,sell,67921.02,BTC-3JUN24-70500-C,52.67,,5.614e-05,0.0001,2,1717367769786,303868652,103
0.1,0.1,sell,67928.43,BTC-27SEP24-90000-C,61.48,,0.05726336,0.0575,0,1717367554642,303868529,1228
1.0,1.0,buy,67914.26,BTC-27SEP24-160000-C,72.68,,0.00550374,0.0055,0,1717367484054,303868473,709
1.0,1.0,sell,67903.67,BTC-7JUN24-68000-C,40.54,,0.01838842,0.0185,0,1717367292581,303868282,724
7.8,7.8,sell,67929.0,BTC-4JUN24-66500-P,35.63,,0.0019609,0.0018,3,1717367266852,303868210,70
0.2,0.2,buy,67929.58,BTC-14JUN24-68000-P,44.33,,0.02901441,0.029,3,1717367255011,303868206,445
0.1,0.1,sell,67932.52,BTC-27SEP24-80000-C,60.16,,0.08942316,0.0895,0,1717367229076,303868175,1543
0.1,0.1,buy,67876.91,BTC-21JUN24-86000-C,54.73,,0.00177716,0.0017,1,1717367080454,303867930,56
0.1,0.1,buy,67862.28,BTC-14JUN24-76000-C,47.3,,0.00429977,0.0041,1,1717366988705,303867879,269
0.1,0.1,sell,67871.9,BTC-14JUN24-60000-P,50.1,,0.00268795,0.0027,2,1717366969547,303867842,270
0.2,0.2,buy,67843.52,BTC-7JUN24-69000-C,40.19,,0.01157423,0.0115,2,1717366849496,303867658,808
0.7,0.7,sell,67835.95,BTC-30AUG24-100000-C,60.08,,0.02088782,0.02,2,1717366839176,303867652,29
0.1,0.1,buy,67828.37,BTC-5JUN24-71000-C,44.02,,0.00171514,0.0019,0,1717366646800,303867421,17
2.5,2.5,buy,67829.8,BTC-14JUN24-86000-C,61.23,,0.00051876,0.0007,0,1717366617193,303867418,74
1.4,1.4,sell,67807.84,BTC-5JUN24-63000-P,46.0,,0.00037187,0.0003,3,1717366442289,303867321,12
0.1,0.1,buy,67796.26,BTC-5JUN24-62000-C,50.65,,0.08705043,0.087,1,1717366435344,303867311,2
0.1,0.1,buy,67799.39,BTC-3JUN24-69000-C,35.74,,0.00042317,0.0004,1,1717366232218,303867163,181
0.1,0.1,buy,67796.57,BTC-26JUL24-65000-P,53.36,,0.05146741,0.0515,2,1717366224105,303867143,249
0.1,0.1,sell,67829.66,BTC-27SEP24-85000-C,60.67,,0.070834,0.071,1,1717366194123,303867064,830
0.1,0.1,buy,67812.35,BTC-4JUN24-62000-C,0.0,,0.08669926,0.0865,1,1717366080473,303866975,2
0.1,0.1,sell,67799.36,BTC-28JUN24-64000-C,48.9,,0.09069004,0.0905,3,1717366012105,303866900,1094
0.1,0.1,sell,67821.8,BTC-14JUN24-65000-C,45.08,,0.05992883,0.06,0,1717365903402,303866831,253
0.5,0.5,buy,67833.5,BTC-7JUN24-65000-P,41.35,,0.00386106,0.0037,2,1717365782628,303866686,925
0.1,0.1,sell,67837.51,BTC-28JUN24-56000-P,53.41,,0.00418711,0.0042,2,1717365773240,303866685,1026
0.2,0.2,buy,67832.06,BTC-21JUN24-78000-C,49.55,,0.00688091,0.007,1,1717365756442,303866651,80
0.5,0.5,buy,67825.64,BTC-7JUN24-71000-C,42.35,,0.00454203,0.0046,0,1717365677334,303866418,1104
1.0,1.0,sell,67815.51,BTC-4JUN24-75000-C,71.26,,4.733e-05,0.0002,2,1717365616956,303866283,23
0.1,0.1,sell,67784.02,BTC-7JUN24-70000-C,39.31,,0.00703982,0.0065,2,1717365484940,303865993,1317
0.5,0.5,buy,67787.17,BTC-21JUN24-64000-P,46.4,,0.01638515,0.016,3,1717365452397,303865992,105
