amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,sell,68901.61,BTC-7APR24-69000-C,30.0,,0.00338267,0.003,0,1712447992321,295719851,259
0.7,,,,0.7,buy,68901.54,BTC-12APR24-52000-P,98.45,,0.00029698,0.0003,3,1712447980033,295719850,273
3.5,,,,3.5,buy,68901.64,BTC-7APR24-68500-P,34.14,,0.00162937,0.0018,0,1712447977499,295719849,76
1.0,,,,1.0,buy,68887.9,BTC-26APR24-65000-C,69.07,,0.09862648,0.0985,0,1712447885592,295719807,2861
0.2,,,,0.2,buy,68869.83,BTC-12APR24-68000-C,62.44,,0.03723151,0.0375,0,1712447877712,295719795,605
0.2,,,,0.2,buy,68881.51,BTC-12APR24-61000-P,71.36,,0.0026988,0.0028,0,1712447859404,295719735,438
2.0,,,,2.0,buy,68881.51,BTC-26APR24-60000-P,71.24,,0.01549682,0.0155,0,1712447859372,295719728,2236
0.1,,,,0.1,sell,68966.91,BTC-7APR24-69000-P,29.86,,0.00423677,0.0038,2,1712447775150,295719560,38
5.0,,,,5.0,sell,68958.7,BTC-26APR24-58000-P,71.94,,0.0110028,0.0105,2,1712447728813,295719545,1002
4.4,,,,4.4,sell,68931.18,BTC-7APR24-70000-C,44.83,,0.00088694,0.0009,3,1712447674389,295719488,218
0.1,,,,0.1,buy,68965.62,BTC-9APR24-68000-P,51.5,,0.01018355,0.01,0,1712447646848,295719478,53
0.1,,,,0.1,buy,68989.69,BTC-9APR24-72000-C,56.09,,0.00401758,0.0043,2,1712447617042,295719474,37
1.0,,,,1.0,sell,69035.07,BTC-19APR24-90000-C,79.03,,0.00249746,0.0024,2,1712447501848,295719352,155
1.0,,,,1.0,buy,69030.95,BTC-19APR24-88000-C,78.73,,0.00313137,0.0034,0,1712447456290,295719318,180
1.0,,,,1.0,buy,69049.67,BTC-19APR24-100000-C,89.43,,0.00086602,0.0009,0,1712447431255,295719292,70
1.6,,,,1.6,sell,69067.5,BTC-12APR24-80000-C,70.0,,0.0019251,0.0016,3,1712447425279,295719281,669
0.5,,,,0.5,buy,69067.13,BTC-12APR24-76000-C,66.36,,0.00501053,0.005,0,1712447423265,295719279,781
0.1,,,,0.1,sell,69035.82,BTC-8APR24-67000-P,47.95,,0.00219808,0.0022,0,1712447421622,295719255,129
0.1,,,,0.1,buy,69006.99,BTC-19APR24-96000-C,87.42,,0.00131606,0.0015,1,1712447407656,295719193,98
0.1,,,,0.1,buy,69025.5,BTC-19APR24-94000-C,85.2,,0.00162606,0.0018,0,1712447392650,295719165,82
0.3,,,,0.3,buy,68970.12,BTC-7APR24-70500-C,49.28,,0.00040265,0.0005,1,1712447369841,295719087,96
0.3,,,,0.3,buy,68918.23,BTC-19APR24-92000-C,82.75,,0.00193512,0.0021,1,1712447351231,295719047,56
1.3,,,,1.3,sell,68923.02,BTC-9APR24-75000-C,61.04,,0.00097734,0.0009,2,1712447321319,295718998,12
