amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.1,,,,,buy,37803.9,BTC-27NOV23-35000-P,54.58,0.00017983,0.0001,3,1700956794940,272730750,41
0.5,,,,,sell,37803.94,BTC-27NOV23-34500-P,63.42,0.00015948,0.0001,3,1700956788886,272730746,39
0.5,,,,,sell,37803.58,BTC-27NOV23-34000-P,72.26,0.00020311,0.0001,3,1700956782661,272730741,25
1.0,,,,,sell,37804.27,BTC-27NOV23-40500-C,53.21,0.00025154,0.0002,2,1700956772375,272730736,63
1.0,,,,,sell,37803.63,BTC-26NOV23-37250-P,35.38,0.00039527,0.0004,1,1700956687265,272730732,256
0.5,,,,,sell,37803.44,BTC-26NOV23-38000-C,28.57,0.00143294,0.0015,1,1700956656596,272730725,376
0.1,,,,,buy,37803.54,BTC-26NOV23-37750-P,25.79,0.00201561,0.0024,1,1700956622599,272730713,593
0.4,,,,,sell,37804.34,BTC-26NOV23-37500-P,24.43,0.00059627,0.0005,2,1700956553954,272730688,367
1.3,,,,,sell,37807.42,BTC-28NOV23-33500-P,66.96,0.00022298,0.0002,1,1700956387357,272730687,1
0.1,,,,,sell,37807.82,BTC-29DEC23-34000-P,50.1,0.01795815,0.018,1,1700956334928,272730685,1444
0.1,,,,,sell,37812.03,BTC-1DEC23-37000-P,42.08,0.01100312,0.0105,2,1700956158159,272730680,754
0.1,,,,,sell,37812.03,BTC-1DEC23-37500-P,43.12,0.01628895,0.016,3,1700956158130,272730679,543
0.1,,,,,sell,37812.64,BTC-29MAR24-37000-P,57.67,0.10679069,0.1045,2,1700956086330,272730677,110
0.1,,,,,buy,37803.35,BTC-1DEC23-39500-C,48.9,0.00847319,0.0085,3,1700955939275,272730640,705
0.1,,,,,buy,37800.32,BTC-29DEC23-44000-C,54.91,0.01951103,0.0195,3,1700955924539,272730632,941
0.1,,,,,buy,37799.22,BTC-27NOV23-38500-C,38.99,0.00287313,0.0031,0,1700955893456,272730629,84
0.1,,,,,sell,37801.66,BTC-27NOV23-41000-C,55.69,0.00021753,0.0001,2,1700955653059,272730601,19
0.1,,,,,sell,37800.14,BTC-26NOV23-36750-P,44.7,0.00010536,0.0001,2,1700955604903,272730600,118
0.3,,,,,sell,37800.94,BTC-27NOV23-38250-C,36.29,0.00412182,0.0043,0,1700955481527,272730588,78
0.1,,,,,sell,37799.93,BTC-26JAN24-52000-C,66.02,0.0213537,0.021,2,1700955477271,272730587,282
1.0,,,,,buy,37794.35,BTC-1DEC23-34000-P,54.96,0.00128791,0.0014,0,1700955448000,272730573,607
0.6,,,,,sell,37787.59,BTC-27NOV23-37750-C,29.81,0.00835842,0.008,2,1700955277160,272730519,94
0.3,,,,,sell,37788.02,BTC-28NOV23-38250-C,41.71,0.00871251,0.0085,3,1700955218031,272730511,49
0.1,,,,,sell,37788.04,BTC-29DEC23-35000-P,49.2,0.02479187,0.0245,1,1700955208829,272730510,1721
0.3,,,,,sell,37794.84,BTC-27NOV23-37500-P,29.74,0.00401561,0.0038,2,1700955109337,272730470,96
0.2,,,,,buy,37795.31,BTC-28NOV23-36500-P,40.48,0.00231056,0.0022,2,1700955000858,272730469,17
0.4,,,,,sell,37788.03,BTC-27NOV23-38000-C,31.89,0.00595785,0.0055,2,1700954295008,272730413,193
0.9,,,,,sell,37783.09,BTC-28NOV23-37750-C,39.27,0.01377127,0.0135,2,1700953958649,272730406,41
0.1,,,,,sell,37776.37,BTC-27NOV23-37250-P,30.96,0.00241429,0.0024,3,1700953934192,272730402,96
0.1,,,,,sell,37782.15,BTC-27NOV23-36750-P,33.67,0.00082479,0.0008,3,1700953872285,272730393,56
0.1,,,,,sell,37782.14,BTC-26NOV23-37000-P,38.19,0.00025976,0.0002,3,1700953870507,272730392,246
0.1,,,,,sell,37781.71,BTC-27NOV23-36000-P,42.53,0.00040085,0.0003,2,1700953852759,272730391,121
0.1,,,,,buy,37787.46,BTC-8DEC23-33500-P,49.88,0.00341128,0.0035,1,1700953812716,272730362,159
0.1,,,,,buy,37788.36,BTC-29DEC23-29000-P,58.33,0.00384669,0.0039,3,1700953712675,272730332,2342
1.0,,,,,sell,37776.18,BTC-8DEC23-43000-C,54.85,0.00576796,0.0055,2,1700953561429,272730277,360
1.0,,,,,sell,37775.21,BTC-27NOV23-39000-C,41.92,0.00160452,0.0014,2,1700953515181,272730275,95
1.2,,,,,buy,37775.49,BTC-26NOV23-38250-C,34.08,0.0006727,0.0007,0,1700953497475,272730274,247
0.1,,,,,buy,37753.87,BTC-1DEC23-38000-C,44.9,0.01940227,0.0195,2,1700953358002,272730217,1230
0.1,,,,,sell,37751.99,BTC-26NOV23-38500-C,38.47,0.00037579,0.0003,2,1700953327980,272730195,142
0.1,,,,,sell,37749.01,BTC-1DEC23-45000-C,64.68,0.00047183,0.0004,3,1700953225594,272730185,478
0.1,,,,,buy,37752.56,BTC-8DEC23-36500-P,45.31,0.01757522,0.0175,3,1700953221947,272730179,188
0.2,,,,,sell,37755.88,BTC-26NOV23-37750-C,22.3,0.00301445,0.003,2,1700953163818,272730123,306
0.2,,,,,sell,37763.59,BTC-27NOV23-37500-C,31.49,0.01190497,0.012,1,1700952834461,272730090,80
1.0,,,,,buy,37764.75,BTC-1DEC23-39000-C,47.2,0.01107914,0.011,2,1700952618684,272730081,1066
0.3,,,,,buy,37765.69,BTC-1DEC23-38000-P,44.84,0.02384243,0.024,1,1700952568878,272730080,263
0.1,,,,,sell,37767.68,BTC-1DEC23-44000-C,64.84,0.00071267,0.0009,1,1700952479291,272730048,572
0.1,,,,,sell,37771.6,BTC-1DEC23-42000-C,56.33,0.00198163,0.002,1,1700952257506,272730001,1163
1.0,,,,,sell,37780.4,BTC-26NOV23-39000-C,51.33,0.00022699,0.0002,3,1700951672394,272729925,153
0.1,,,,,sell,37780.73,BTC-1DEC23-35000-P,47.78,0.00229562,0.0023,1,1700951601298,272729921,758
0.2,,,,,sell,37788.13,BTC-28JUN24-30000-C,59.15,0.30938674,0.309,0,1700951431466,272729895,682
0.4,,,,,buy,37779.17,BTC-28JUN24-42000-C,59.87,0.16022987,0.16,2,1700951093616,272729797,257
0.1,,,,,buy,37779.08,BTC-26NOV23-43000-C,154.62,1e-08,0.0001,2,1700951088284,272729796,12
6.1,,,,,buy,37780.72,BTC-29DEC23-45000-C,56.38,0.01665554,0.0165,3,1700951003567,272729793,5685
0.6,,,,,buy,37780.31,BTC-8DEC23-41000-C,50.76,0.01098699,0.011,3,1700950992601,272729792,452
0.7,,,,,sell,37780.19,BTC-28NOV23-36750-P,39.72,0.00323751,0.0033,0,1700950901803,272729789,14
0.1,,,,,sell,37784.01,BTC-26JAN24-60000-C,71.06,0.01051818,0.01,2,1700950790313,272729770,117
0.1,,,,,sell,37778.4,BTC-26NOV23-36750-C,58.08,0.02753802,0.028,2,1700950624569,272729766,14
2.3,,,,,buy,37771.34,BTC-1DEC23-38500-C,46.49,0.01465979,0.015,2,1700950580463,272729757,777
1.5,,,,,sell,37763.75,BTC-28NOV23-37000-P,37.71,0.00457259,0.0044,2,1700950537330,272729714,23
0.1,,,,,buy,37760.78,BTC-28NOV23-39000-C,45.93,0.00418817,0.0042,3,1700950371917,272729578,86
0.1,,,,,buy,37755.05,BTC-28NOV23-38500-C,42.76,0.00644803,0.0065,3,1700950365799,272729518,47
0.2,,,,,sell,37771.54,BTC-8DEC23-38500-C,46.73,0.02777259,0.0275,2,1700950226169,272729438,310
0.5,,,,,sell,37777.43,BTC-26NOV23-37500-C,20.8,0.00815296,0.008,2,1700950225517,272729374,92
0.4,,,,,buy,37778.79,BTC-29DEC23-55000-C,69.15,0.00423222,0.0041,2,1700950214465,272729295,2680
0.9,,,,,sell,37786.9,BTC-29DEC23-38000-C,50.31,0.06296976,0.063,3,1700950076623,272729235,3203
0.9,,,,,sell,37784.13,BTC-29DEC23-50000-C,63.54,0.00794615,0.008,0,1700950063057,272729234,5482
0.1,,,,,sell,37782.19,BTC-23FEB24-75000-C,76.44,0.00890852,0.0085,2,1700949998083,272729202,7
0.5,,,,,buy,37782.23,BTC-1DEC23-36500-P,43.22,0.00759681,0.0075,0,1700949993746,272729201,876
1.0,,,,,sell,37787.85,BTC-29MAR24-50000-C,63.93,0.06475932,0.064,2,1700949989923,272729182,2388
0.1,,,,,sell,37792.51,BTC-23FEB24-70000-C,74.08,0.01115755,0.011,3,1700949971530,272729141,16
0.1,,,,,sell,37794.94,BTC-23FEB24-65000-C,70.89,0.01543549,0.014,2,1700949944431,272729133,7
2.4,,,,,sell,37798.14,BTC-26NOV23-36500-P,49.23,0.00018279,0.0001,3,1700949893289,272729110,211
0.2,,,,,sell,37813.77,BTC-28NOV23-38000-C,39.78,0.01099348,0.011,1,1700949630071,272729042,37
0.1,,,,,sell,37809.16,BTC-15DEC23-44000-C,55.01,0.00892091,0.0085,2,1700949296355,272728959,96
0.4,,,,,buy,37816.0,BTC-28NOV23-38000-P,39.53,0.01508941,0.015,0,1700949091392,272728750,11
1.0,,,,,buy,37810.63,BTC-23FEB24-22000-P,65.73,0.0043186,0.004,3,1700949038764,272728748,8
0.1,,,,,sell,37823.9,BTC-27NOV23-40000-C,49.92,0.00051777,0.0005,1,1700947526816,272728411,87
0.1,,,,,sell,37824.13,BTC-27NOV23-39500-C,46.0,0.0009749,0.0009,0,1700947513522,272728410,54
0.2,,,,,sell,37818.78,BTC-1DEC23-41000-C,52.02,0.00357815,0.0034,2,1700947278740,272728381,948
0.5,,,,,sell,37815.62,BTC-1DEC23-33000-P,53.91,0.00053406,0.0004,2,1700947244901,272728378,430
4.0,,,,,buy,37818.28,BTC-29DEC23-12000-P,138.6,0.00014323,0.0002,0,1700946980874,272728359,259
0.2,,,,,sell,37818.11,BTC-8DEC23-45000-C,58.48,0.00309888,0.0029,3,1700946976827,272728358,295
0.2,,,,,buy,37817.68,BTC-8DEC23-42000-C,53.96,0.00801275,0.0085,1,1700946957225,272728355,432
0.1,,,,,sell,37816.02,BTC-29DEC23-19000-P,95.03,0.00055513,0.0005,3,1700946931994,272728354,1081
0.1,,,,,buy,37823.44,BTC-27NOV23-37750-P,32.78,0.00700507,0.007,3,1700946504552,272728180,114
0.1,,,,,sell,37830.9,BTC-27NOV23-37000-P,31.98,0.00142286,0.0013,2,1700946414463,272728084,83
0.1,,,,,sell,37816.96,BTC-29MAR24-36000-P,59.22,0.09376662,0.0955,0,1700946184068,272728011,122
0.3,,,,,buy,37801.36,BTC-8DEC23-35500-P,45.7,0.01005794,0.01,1,1700945435692,272727875,267
0.1,,,,,sell,37798.57,BTC-27NOV23-36500-P,37.52,0.00066033,0.0007,0,1700945340294,272727802,39
1.7,,,,,sell,37801.02,BTC-28NOV23-38750-C,45.63,0.0059395,0.006,1,1700945133557,272727634,49
0.1,,,,,buy,37802.85,BTC-28NOV23-36000-P,41.7,0.00120535,0.0011,0,1700945127580,272727593,10
0.1,,,,,sell,37807.31,BTC-15DEC23-38500-C,48.94,0.03918618,0.0395,3,1700945125280,272727586,122
