amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.0,,,,,buy,25835.61,BTC-13SEP23-25250-P,49.41,0.00030292,0.0004,0,1694563155046,264579334,237
1.0,,,,,buy,25830.45,BTC-22SEP23-24500-P,41.18,0.00768008,0.0075,0,1694563118038,264579328,764
1.6,,,,,sell,25830.02,BTC-22SEP23-27500-C,37.88,0.0051655,0.005,2,1694563104643,264579325,587
0.1,,,,,buy,25821.9,BTC-29SEP23-25000-P,37.85,0.01750666,0.0175,0,1694563054901,264579304,4237
0.1,,,,,sell,25851.76,BTC-15SEP23-25500-C,36.03,0.02002884,0.0195,2,1694563043658,264579292,618
0.9,,,,,buy,25851.76,BTC-27OCT23-25000-P,40.7,0.03859765,0.0385,0,1694563043657,264579291,1175
0.9,,,,,buy,25855.7,BTC-27OCT23-26000-C,39.68,0.05523242,0.055,2,1694562946284,264579271,1015
0.1,,,,,buy,25858.97,BTC-29SEP23-29000-C,42.15,0.00455367,0.0046,2,1694562938016,264579257,3371
0.1,,,,,sell,25844.65,BTC-22SEP23-23500-P,47.24,0.00368603,0.0035,0,1694562765267,264579203,286
1.0,,,,,buy,25839.38,BTC-24NOV23-23000-P,44.77,0.03014384,0.03,1,1694562705521,264579190,254
0.2,,,,,sell,25841.49,BTC-15SEP23-24500-P,52.58,0.0019223,0.002,0,1694562687683,264579184,691
0.3,,,,,sell,25838.51,BTC-15SEP23-25500-P,37.62,0.00654928,0.0065,0,1694562686883,264579183,1626
0.1,,,,,buy,25836.62,BTC-27OCT23-20000-P,54.67,0.0062837,0.0065,0,1694562683098,264579168,309
2.2,,,,,sell,25833.2,BTC-29MAR24-25000-P,47.99,0.11014581,0.11,0,1694562672336,264579162,309
0.1,,,,,sell,25838.39,BTC-29SEP23-26000-P,36.19,0.03281333,0.033,1,1694562639860,264579129,3658
0.3,,,,,sell,25854.06,BTC-29DEC23-20000-P,50.68,0.02046104,0.0205,0,1694562625314,264579107,1297
5.2,,,,,sell,25852.6,BTC-14SEP23-28000-C,60.43,0.00028688,0.0002,2,1694562564290,264579086,26
0.1,,,,,sell,25857.03,BTC-14SEP23-26250-C,37.12,0.00329723,0.0034,2,1694562502178,264579071,86
1.0,,,,,buy,25857.61,BTC-13SEP23-25750-C,29.19,0.00617178,0.006,2,1694562463820,264579044,225
0.6,,,,,buy,25856.94,BTC-13SEP23-26250-C,35.28,0.00033343,0.0004,3,1694562460502,264579037,253
1.0,,,,,buy,25849.89,BTC-14SEP23-25750-C,34.84,0.01065325,0.0105,2,1694562426702,264579026,149
1.8,,,,,sell,25837.47,BTC-13SEP23-26500-C,40.75,0.00022041,0.0001,2,1694562382870,264579021,257
2.0,,,,,buy,25848.04,BTC-29MAR24-120000-C,82.01,0.00231685,0.0025,0,1694562308450,264578989,200
5.0,,,,,sell,25847.28,BTC-22SEP23-26500-C,35.87,0.01297635,0.013,3,1694562228932,264578967,562
1.0,,,,,sell,25848.33,BTC-14SEP23-27000-C,44.24,0.00081938,0.0006,2,1694562227225,264578966,60
1.5,,,,,buy,25852.57,BTC-29DEC23-33000-C,48.64,0.03095907,0.031,3,1694562179647,264578957,1275
0.2,,,,,buy,25831.41,BTC-13SEP23-26250-P,45.73,0.01634527,0.017,0,1694562058113,264578864,34
0.1,,,,,sell,25841.85,BTC-29SEP23-25000-C,38.1,0.05164002,0.0515,2,1694562032208,264578831,1436
1.0,,,,,sell,25866.82,BTC-15SEP23-26500-C,37.89,0.00371521,0.0037,2,1694562025201,264578800,1256
2.0,,,,,sell,25888.89,BTC-13SEP23-25750-P,28.92,0.0017511,0.0015,2,1694561935139,264578737,260
4.0,,,,,sell,25879.25,BTC-27OCT23-42000-C,66.58,0.00228371,0.0021,0,1694561626070,264578623,121
1.0,,,,,buy,25879.15,BTC-22SEP23-23000-P,51.98,0.00258026,0.0027,0,1694561620094,264578621,304
0.1,,,,,sell,25878.47,BTC-14SEP23-25500-P,39.22,0.00379091,0.0039,3,1694561541006,264578593,112
2.2,,,,,sell,25864.04,BTC-13SEP23-25000-P,57.71,0.00025303,0.0002,3,1694561409666,264578543,242
0.5,,,,,sell,25871.67,BTC-13SEP23-26000-C,27.38,0.00164503,0.0015,2,1694561271264,264578446,406
2.2,,,,,sell,25870.98,BTC-15SEP23-25000-C,44.84,0.03698013,0.037,1,1694561254946,264578441,224
0.1,,,,,sell,25871.08,BTC-14SEP23-26000-C,33.73,0.00626741,0.006,2,1694561250219,264578437,147
0.1,,,,,buy,25873.36,BTC-14SEP23-26000-P,34.35,0.01112392,0.011,0,1694561241926,264578435,36
1.0,,,,,sell,25889.85,BTC-22SEP23-26000-P,36.35,0.02482449,0.025,0,1694561190981,264578383,404
0.1,,,,,buy,25890.95,BTC-29SEP23-28000-C,38.73,0.00781447,0.008,2,1694561188900,264578382,3739
2.0,,,,,sell,25894.66,BTC-29DEC23-40000-C,56.45,0.0142995,0.0145,2,1694561100649,264578350,3335
0.8,,,,,sell,25900.0,BTC-14SEP23-25750-P,35.5,0.00613458,0.006,0,1694561039759,264578326,79
2.0,,,,,sell,25896.55,BTC-24NOV23-46000-C,64.56,0.00367919,0.0035,0,1694560959350,264578275,38
0.1,,,,,sell,25846.92,BTC-27OCT23-38000-C,60.78,0.00393889,0.0037,2,1694560662650,264578067,484
1.7,,,,,sell,25840.96,BTC-22SEP23-29500-C,45.63,0.00124338,0.0011,2,1694560545183,264578028,160
