amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,0.3,sell,96575.61,BTC-24FEB25-99000-C,37.45,,0.00180517,0.0016,2,1740268750214,348776341,247
0.1,,,0.1,sell,96576.5,BTC-23FEB25-95500-P,28.73,,0.00041919,0.0004,3,1740268745563,348776340,96
2.0,,,2.0,buy,96576.51,BTC-24FEB25-102000-C,43.91,,0.00017917,0.0002,3,1740268702287,348776337,100
0.1,,,0.1,sell,96581.02,BTC-7MAR25-91000-P,41.66,,0.00953552,0.009,2,1740268428712,348776305,266
0.6,,,0.6,sell,96583.11,BTC-23FEB25-95000-P,32.74,,0.00019515,0.0002,2,1740268406146,348776294,301
0.1,,,0.1,sell,96583.49,BTC-28FEB25-96000-P,39.56,,0.01663796,0.016,2,1740268284120,348776252,1663
0.1,,,0.1,buy,96584.49,BTC-7MAR25-97000-C,42.13,,0.02973373,0.0295,2,1740268266489,348776251,187
0.8,,,0.8,sell,96587.73,BTC-27JUN25-200000-C,65.58,,0.00723729,0.007,1,1740268249112,348776250,2473
0.2,,,0.2,sell,96596.93,BTC-27JUN25-130000-C,57.98,,0.04531731,0.046,2,1740268189105,348776246,1347
0.1,,,0.1,buy,96585.37,BTC-23FEB25-99000-C,44.92,,0.00019812,0.0002,3,1740268152366,348776236,638
1.6,,,1.6,sell,96581.56,BTC-23FEB25-98000-C,36.33,,0.00051142,0.0005,3,1740268108678,348776220,638
1.0,,,1.0,sell,96580.97,BTC-23FEB25-94000-P,43.44,,0.00010905,0.0001,2,1740268077887,348776213,183
0.1,,,0.1,sell,96581.11,BTC-25FEB25-100000-C,42.55,,0.00295394,0.0028,3,1740268022618,348776210,55
0.1,,,0.1,buy,96604.33,BTC-28FEB25-91000-P,43.43,,0.00326799,0.0032,2,1740267970701,348776200,765
0.2,,,0.2,buy,96609.67,BTC-14MAR25-88000-P,45.21,,0.00949525,0.0095,3,1740267925722,348776166,41
0.3,,,0.3,sell,96609.56,BTC-25FEB25-94000-P,41.29,,0.00381206,0.0037,0,1740267923335,348776165,34
0.1,,,0.1,sell,96617.17,BTC-28MAR25-88000-P,47.22,,0.0199599,0.0195,3,1740267663297,348776156,623
0.1,,,0.1,buy,96617.89,BTC-28MAR25-120000-C,52.43,,0.00750674,0.0075,3,1740267633584,348776155,9849
0.1,,,0.1,buy,96619.77,BTC-24FEB25-95000-P,37.03,,0.00284643,0.0029,0,1740267295385,348776116,184
0.3,,,0.3,buy,96624.11,BTC-23FEB25-94500-P,40.87,,0.00010679,0.0002,0,1740267270987,348776115,39
0.1,,,0.1,buy,96623.58,BTC-24FEB25-90000-P,58.69,,0.00037595,0.0003,3,1740267155528,348776107,86
0.2,,,0.2,sell,96627.53,BTC-25APR25-88000-P,51.11,,0.03933422,0.039,2,1740267058842,348776078,66
0.2,,,0.2,sell,96627.53,BTC-25APR25-90000-P,50.79,,0.04674752,0.046,2,1740267058838,348776077,336
0.1,,,0.1,buy,96607.02,BTC-28MAR25-115000-C,51.47,,0.01185797,0.012,1,1740266853890,348776040,3372
0.2,,,0.2,sell,96607.04,BTC-23FEB25-93000-P,56.87,,0.00013836,0.0001,3,1740266799796,348776039,151
0.2,,,0.2,sell,96606.29,BTC-24FEB25-100000-C,40.15,,0.0010088,0.0009,2,1740266786494,348776034,98
1.2,,,1.2,buy,96601.6,BTC-24FEB25-97000-C,34.24,,0.00705328,0.0065,3,1740266481725,348775984,203
3.0,,,3.0,sell,96626.21,BTC-25FEB25-92000-P,46.52,,0.0015843,0.0016,3,1740266448511,348775968,44
0.8,,,0.8,sell,96627.83,BTC-24FEB25-103000-C,49.6,,0.00017257,0.0002,3,1740266415361,348775959,68
1.2,,,1.2,buy,96658.32,BTC-28FEB25-90000-P,44.52,,0.00223885,0.0022,3,1740266259561,348775856,3757
0.1,,,0.1,buy,96644.77,BTC-24FEB25-93000-P,46.28,,0.00101368,0.0011,3,1740266134056,348775773,131
0.1,,,0.1,buy,96637.05,BTC-23FEB25-96000-P,25.22,,0.00085586,0.0009,3,1740266062623,348775614,403
0.5,,,0.5,buy,96589.88,BTC-28FEB25-102000-P,44.54,,0.05981964,0.06,0,1740265827595,348775427,798
0.5,,,0.5,buy,96590.47,BTC-28FEB25-101000-P,43.21,,0.05098784,0.051,0,1740265817300,348775369,17
0.1,,,0.1,sell,96542.37,BTC-25FEB25-96000-P,41.11,,0.01037171,0.0105,0,1740265631516,348775182,118
0.1,,,0.1,buy,96522.73,BTC-28MAR25-130000-C,56.1,,0.00352141,0.0034,3,1740265594336,348775129,4631
0.1,,,0.1,buy,96546.28,BTC-25FEB25-97000-P,40.78,,0.0155155,0.0155,1,1740265557003,348775094,138
0.1,,,0.1,buy,96546.52,BTC-24FEB25-97000-P,36.85,,0.0115357,0.0115,1,1740265551446,348775090,227
0.3,,,0.3,sell,96547.34,BTC-24FEB25-96000-P,37.33,,0.0061598,0.0065,1,1740265541468,348775083,224
0.1,,,0.1,sell,96538.39,BTC-25FEB25-98000-C,40.62,,0.00728358,0.007,2,1740265516726,348774957,239
0.1,,,0.1,buy,96577.29,BTC-28MAR25-104000-C,48.4,,0.03165896,0.0315,2,1740265485680,348774860,703
