amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,sell,27988.03,BTC-24NOV23-26000-P,36.71,,0.02388646,0.0235,3,1696204797218,265755073,744
0.4,,,,sell,27968.86,BTC-4OCT23-28000-C,35.65,,0.01107034,0.011,1,1696204793910,265755022,51
10.0,,,,sell,27968.9,BTC-27OCT23-32000-C,39.49,,0.0057324,0.0055,2,1696204791289,265755012,1631
1.0,,,,sell,27968.52,BTC-28JUN24-27000-C,49.58,,0.19958043,0.2005,1,1696204780059,265754985,277
0.4,,,,sell,27969.07,BTC-4OCT23-27250-P,35.84,,0.00285112,0.0027,2,1696204775378,265754982,36
0.2,,,,sell,27978.08,BTC-6OCT23-29500-C,39.95,,0.00236437,0.0025,0,1696204759456,265754966,285
1.0,,,,sell,27978.25,BTC-2OCT23-27500-P,37.22,,0.00027473,0.0003,2,1696204758777,265754965,49
0.1,,,,sell,27986.17,BTC-6OCT23-27500-P,33.08,,0.00755625,0.007,2,1696204727877,265754947,151
24.0,,,,buy,27979.67,BTC-27OCT23-38000-C,55.53,,0.00110703,0.0012,0,1696204681537,265754924,660
0.5,,,,buy,27981.09,BTC-13OCT23-28500-C,33.33,,0.0157994,0.016,0,1696204675905,265754922,604
0.3,,,,sell,27982.94,BTC-29DEC23-27000-C,38.27,,0.09951629,0.099,0,1696204673582,265754921,1373
0.2,,,,sell,27986.56,BTC-6OCT23-24000-P,68.78,,0.00053066,0.0005,1,1696204666513,265754919,242
0.1,,,,buy,27979.24,BTC-3OCT23-28500-C,38.99,,0.00328803,0.003,0,1696204661604,265754902,62
0.3,,,,sell,27972.58,BTC-29DEC23-28000-C,38.38,,0.08033746,0.0805,3,1696204640114,265754883,1418
1.0,,,,buy,27971.34,BTC-24NOV23-36000-C,46.19,,0.00699532,0.0075,0,1696204636616,265754878,257
0.1,,,,sell,27970.73,BTC-13OCT23-29000-C,33.03,,0.01049513,0.01,1,1696204635640,265754875,463
0.5,,,,sell,27967.46,BTC-6OCT23-28500-C,32.69,,0.00750762,0.007,3,1696204624752,265754873,902
0.9,,,,buy,27967.68,BTC-27OCT23-31000-C,37.43,,0.00866633,0.0085,2,1696204622744,265754872,1543
0.1,,,,sell,27969.5,BTC-6OCT23-26500-P,39.34,,0.00214126,0.002,2,1696204560594,265754817,870
0.8,,,,buy,27974.7,BTC-27OCT23-33000-C,42.65,,0.00404784,0.0041,2,1696204548228,265754807,1273
0.1,,,,sell,27974.62,BTC-6OCT23-26000-P,43.76,,0.00132046,0.0012,2,1696204539480,265754802,829
0.2,,,,sell,27973.65,BTC-27OCT23-26000-C,35.77,,0.08429044,0.0845,0,1696204522949,265754791,1552
0.2,,,,buy,27981.12,BTC-27OCT23-26000-P,35.68,,0.01033817,0.0105,1,1696204512882,265754780,2422
1.0,,,,sell,27978.31,BTC-3OCT23-30000-C,57.27,,0.0004093,0.0003,3,1696204464261,265754766,8
0.1,,,,buy,27971.02,BTC-13OCT23-28000-C,32.51,,0.02301297,0.023,0,1696204454702,265754751,567
0.2,,,,buy,27971.02,BTC-6OCT23-28000-P,33.08,,0.01452211,0.0145,0,1696204454457,265754740,44
6.0,,,,buy,27970.19,BTC-6OCT23-33000-C,62.8,,0.00017767,0.0002,0,1696204436881,265754729,41
0.1,,,,sell,27970.19,BTC-27OCT23-28000-C,31.63,,0.03482438,0.0345,2,1696204436812,265754728,2352
3.0,,,,sell,27970.18,BTC-27OCT23-35000-C,46.29,,0.00217553,0.0019,3,1696204433069,265754726,805
1.7,,,,sell,27967.2,BTC-29DEC23-40000-C,49.36,,0.00982735,0.01,1,1696204394374,265754635,3741
0.4,,,,sell,27968.53,BTC-27OCT23-27000-P,33.25,,0.0184309,0.0185,1,1696204392896,265754634,1371
0.5,,,,sell,27971.22,BTC-29DEC23-32000-C,40.9,,0.03557134,0.0355,1,1696204384834,265754627,1603
0.3,,,,buy,27975.01,BTC-3OCT23-28000-C,36.46,,0.00849469,0.0085,1,1696204321362,265754591,66
0.2,,,,sell,27974.07,BTC-24NOV23-25000-P,38.81,,0.01678999,0.0165,2,1696204317506,265754587,578
0.3,,,,buy,27974.45,BTC-3OCT23-28000-P,36.05,,0.00907433,0.009,2,1696204313569,265754581,15
0.2,,,,buy,27976.02,BTC-6OCT23-28000-C,33.25,,0.01446942,0.0145,1,1696204312714,265754579,1191
0.2,,,,sell,27975.99,BTC-27OCT23-30000-C,34.71,,0.01335898,0.013,1,1696204304139,265754568,2627
1.0,,,,buy,27980.33,BTC-6OCT23-34000-C,67.02,,6.388e-05,0.0001,3,1696204282537,265754548,36
0.1,,,,buy,27987.31,BTC-27SEP24-30000-C,50.2,,0.1888676,0.1895,0,1696204273758,265754533,12
0.1,,,,sell,27985.92,BTC-28JUN24-29000-P,49.36,,0.16787203,0.167,2,1696204272599,265754530,127
0.1,,,,buy,27983.44,BTC-6OCT23-27000-C,37.18,,0.03993053,0.04,0,1696204271352,265754528,994
2.4,,,,buy,27983.44,BTC-6OCT23-29000-C,35.6,,0.0041283,0.004,0,1696204271203,265754525,601
0.2,,,,sell,27983.44,BTC-2OCT23-27750-P,35.04,,0.00121641,0.0013,2,1696204270851,265754519,46
0.6,,,,sell,27974.73,BTC-29DEC23-29000-P,38.53,,0.08919061,0.089,1,1696204256627,265754471,549
0.1,,,,buy,27971.14,BTC-3OCT23-26750-P,45.77,,0.0005078,0.0006,1,1696204235880,265754468,80
0.3,,,,sell,27970.48,BTC-3OCT23-27750-P,35.15,,0.00506829,0.005,2,1696204228709,265754463,34
0.8,,,,buy,27965.42,BTC-20OCT23-26000-P,35.42,,0.00711341,0.007,2,1696204202640,265754449,144
1.0,,,,sell,27959.01,BTC-2OCT23-28000-C,33.23,,0.00368241,0.0034,0,1696204136618,265754389,170
0.4,,,,sell,27959.06,BTC-13OCT23-28000-P,32.65,,0.02288127,0.023,2,1696204136424,265754387,22
1.6,,,,buy,27959.06,BTC-6OCT23-32000-C,57.71,,0.00031399,0.0004,1,1696204133556,265754374,93
